Update september 2019;Beslag San;itelnr.;Beslag Status Code;Huisvestingtype code;Beslag Diersoort Code;Beslag SubDiersoort Code;Beslag Diersubtype code lijst;Beslag Aantal;Beslag Productie Code;Beslag Productie;Beslag Productie Code Lijst;Beslag Huisvestingstype Code;Locatie beslag LCE Code;Beslag Inrichtingslocatie Geografisch X-coördinaat;Beslag Inrichtingslocatie Geografisch Y-coördinaat;Capaciteit beslag Capaciteit (aantal)
#N/A;BE10154713;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;189067;231410;229800
#N/A;BE10154829;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;194818;230034;
#N/A;BE10157781;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;189470;211848;
#N/A;BE10159758;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;170126;230020;28500
#N/A;BE10159758;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;170126;230020;28500
#N/A;BE10159855;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;192296;218678;136000
#N/A;BE10159855;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;192296;218678;152000
#N/A;BE10159855;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;192296;218678;152000
#N/A;BE10160251;-301;ACT;PYHOB;PLTR;DUCK;PGN.DUCK.PHST.GFWL.PRTG;4;NOCSP;Doel zonder consumptie;NOCSP;NSUHS;ANT;204381;202365;
#N/A;BE10160251;-301;ACT;PYHOB;PLTR;GFWL;PGN.DUCK.PHST.GFWL.PRTG;4;NOCSP;Doel zonder consumptie;NOCSP;NSUHS;ANT;204381;202365;
#N/A;BE10160251;-301;ACT;PYHOB;PLTR;PGN;PGN.DUCK.PHST.GFWL.PRTG;4;NOCSP;Doel zonder consumptie;NOCSP;NSUHS;ANT;204381;202365;
#N/A;BE10160251;-301;ACT;PYHOB;PLTR;PHST;PGN.DUCK.PHST.GFWL.PRTG;4;NOCSP;Doel zonder consumptie;NOCSP;NSUHS;ANT;204381;202365;
#N/A;BE10160251;-301;ACT;PYHOB;PLTR;PRTG;PGN.DUCK.PHST.GFWL.PRTG;4;NOCSP;Doel zonder consumptie;NOCSP;NSUHS;ANT;204381;202365;
#N/A;BE10160624;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;ANT;193628;211456;48000
#N/A;BE10160624;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;ANT;193628;211456;200000
#N/A;BE10161639;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;175451;192714;
#N/A;BE10162546;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;169275;195478;
1;BE40024326;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;OVB;86248;192544;60000
#N/A;BE10164328;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;153411;238445;123000
#N/A;BE10164328;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;153411;238445;123000
#N/A;BE10164972;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;198821;239538;29980
#N/A;BE10168099;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;153860;200289;99950
#N/A;BE10168099;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;153860;200289;99950
#N/A;BE10168099;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;153860;200289;99950
#N/A;BE10168099;-304;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;153860;200289;124900
#N/A;BE10171065;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;186811;227210;
1;BE40024326;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;OVB;86248;192544;240000
1;BE40024326;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;OVB;86248;192544;180000
2;BE40137279;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;OVB;83980.86811;192022.8318;40000
3;BE30891374;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;WVL;83462;189345;95000
#N/A;BE10173505;-401;STP;BIPRO;BIRD;OSTR;OSTR;5;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;157143;199250;
#N/A;BE10173629;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;ANT;197844;216788;
#N/A;BE10173904;-301;STP;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;;ANT;183752;200363;
#N/A;BE10174889;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;195945;238988;167000
#N/A;BE10175702;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;186591;221038;64800
#N/A;BE10175702;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;186591;221038;64800
#N/A;BE10175710;-301;STP;PYPRO;PLTR;CHCK;CHCK;7;MEATP;PV Vleesproductie;MEATP;;ANT;155584;215238;
#N/A;BE10176539;-301;STP;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;;ANT;186930;195201;
#N/A;BE10177004;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;CAGE;ANT;183791;229332;
#N/A;BE10177349;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;195742;208995;
#N/A;BE10177357;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;183944;213650;
#N/A;BE10177365;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;196209;236527;
#N/A;BE10177373;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;BL;PO Opfok - leg;BL;NSUHS;ANT;194947;215877;58500
#N/A;BE10177373;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;BL;PO Opfok - leg;BL;NSUHS;ANT;194947;215877;60000
#N/A;BE10177391;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;165771;206802;
#N/A;BE10177403;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;160516;201950;
#N/A;BE10177411;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;;;
#N/A;BE10177421;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;172781;224904;
#N/A;BE10177438;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;180753;229493;79497
#N/A;BE10177438;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;180753;229493;50013
#N/A;BE10177438;-303;ACT;PYPRO;PLTR;CHCK;CHCK;3;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;180753;229493;50487
#N/A;BE10177446;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;174663;237284;
#N/A;BE10177454;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;171603;228324;
#N/A;BE10177470;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;179623;239206;
#N/A;BE10177489;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;188326;236643;25500
#N/A;BE10177489;-302;ACT;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;CAGE;ANT;188326;236643;38880
#N/A;BE10177497;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;182882;229683;43120
#N/A;BE10177497;-302;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;182882;229683;46200
#N/A;BE10177500;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;183791;229332;
#N/A;BE10177519;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;157942;230166;
#N/A;BE10177527;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;186024;232384;
#N/A;BE10177535;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;182301;200621;
#N/A;BE10177543;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;191120;207064;56000
#N/A;BE10177551;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;171175;236229;40000
#N/A;BE10177551;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;171175;236229;48000
#N/A;BE10177551;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;171175;236229;64000
#N/A;BE10177551;-304;ACT;PYPRO;PLTR;CHCK;CHCK;4;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;171175;236229;64000
#N/A;BE10177561;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;200533;215242;
#N/A;BE10177578;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;151850;191292;
#N/A;BE10177586;-301;ACT;PYPRO;PLTR;TRK;TRK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;187084;202208;10000
#N/A;BE10177586;-302;ACT;PYPRO;PLTR;TRK;TRK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;187084;202208;10000
#N/A;BE10177594;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;191649;234581;
#N/A;BE10177608;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;168237;227326;
#N/A;BE10177616;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;200629;200080;60000
#N/A;BE10177616;-302;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;200629;200080;54000
#N/A;BE10177624;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;158528;235157;
#N/A;BE10177632;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;173517;213998;
#N/A;BE10177640;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;173173;210751;
#N/A;BE10177659;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;160157;188216;
#N/A;BE10177667;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;158557;237588;46000
#N/A;BE10177667;-302;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;158557;237588;53000
#N/A;BE10177675;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;191375;219792;49998
#N/A;BE10177675;-302;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;191375;219792;49998
#N/A;BE10177683;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;178465;213421;
#N/A;BE10177691;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;186495;225887;120000
#N/A;BE10177691;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;186495;225887;275000
#N/A;BE10177691;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;186495;225887;95000
#N/A;BE10177691;-304;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;186495;225887;200000
#N/A;BE10177691;-305;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;186495;225887;210000
#N/A;BE10177705;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;200436;204127;
#N/A;BE10177713;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;196345;232173;
#N/A;BE10177721;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;158915;239213;65000
#N/A;BE10177731;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;180632;213806;
#N/A;BE10177748;-301;ACT;PYPRO;PLTR;CHCK;CHCK;7;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;178959;230739;297500
#N/A;BE10177748;-302;ACT;PYPRO;PLTR;CHCK;CHCK;7;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;178959;230739;297500
#N/A;BE10177748;-303;ACT;PYPRO;PLTR;CHCK;CHCK;7;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;178959;230739;161000
#N/A;BE10177748;-304;ACT;PYPRO;PLTR;CHCK;CHCK;7;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;178959;230739;161000
#N/A;BE10177748;-305;ACT;PYPRO;PLTR;CHCK;CHCK;7;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;178959;230739;252000
#N/A;BE10177748;-306;ACT;PYPRO;PLTR;CHCK;CHCK;7;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;178959;230739;297500
#N/A;BE10177748;-307;ACT;PYPRO;PLTR;CHCK;CHCK;7;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;178959;230739;297500
#N/A;BE10177756;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;184246;225894;19500
#N/A;BE10177764;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;HERL;VL Broedeieren - vermeerdering - leg;HERL;NSUHS;ANT;179871;201934;95000
#N/A;BE10177764;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;HERL;VL Broedeieren - vermeerdering - leg;HERL;NSUHS;ANT;179871;201934;95000
#N/A;BE10177764;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;HERL;VL Broedeieren - vermeerdering - leg;HERL;NSUHS;ANT;179871;201934;95000
#N/A;BE10177772;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;181476;230964;
#N/A;BE10177780;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;195220;221514;
#N/A;BE10177799;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;200128;203322;
#N/A;BE10177802;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;200009;209546;
#N/A;BE10177810;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;175319;240868;200000
#N/A;BE10177810;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;175319;240868;160000
#N/A;BE10177810;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;175319;240868;158000
#N/A;BE10177810;-304;ACT;PYPRO;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;175319;240868;220000
#N/A;BE10177829;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;195846;230235;61600
#N/A;BE10177829;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;195846;230235;70400
#N/A;BE10177829;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;195846;230235;89600
#N/A;BE10177829;-304;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;195846;230235;89600
#N/A;BE10177837;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;175972;226335;43908
#N/A;BE10177837;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;175972;226335;32088
#N/A;BE10177837;-303;ACT;PYPRO;PLTR;CHCK;CHCK;3;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;175972;226335;42504
#N/A;BE10177845;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;187916;228483;
#N/A;BE10177853;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;201328;199263;
#N/A;BE10177861;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;202443;206287;43500
#N/A;BE10177871;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;159843;240527;72000
#N/A;BE10177888;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;193055;231521;37000
#N/A;BE10177896;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;ANT;169278;230017;5760
#N/A;BE10177901;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;172163;237782;
#N/A;BE10177918;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;172526;227308;8500
#N/A;BE10177926;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;187976;227375;125976
#N/A;BE10177934;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;ANT;164179;209363;
#N/A;BE10177942;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;165933;226419;
#N/A;BE10177950;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;200269;215346;
#N/A;BE10177969;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;170398;231442;
#N/A;BE10177977;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;198120;236522;
#N/A;BE10177985;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;175065;239925;90000
#N/A;BE10177985;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;175065;239925;85500
#N/A;BE10177985;-303;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;175065;239925;162000
#N/A;BE10177993;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;196889;237655;
#N/A;BE10178000;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;BL;PO Opfok - leg;BL;NSUHS;ANT;179180;220534;62200
#N/A;BE10178019;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;189438;231529;
#N/A;BE10178061;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196215;233825;136000
#N/A;BE10178061;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196215;233825;120000
#N/A;BE10178061;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196215;233825;128000
#N/A;BE10178061;-304;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196215;233825;152000
#N/A;BE10178078;-301;ACT;PYPRO;PLTR;CHCK;CHCK;6;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;194445;230159;46800
#N/A;BE10178078;-302;ACT;PYPRO;PLTR;CHCK;CHCK;6;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;194445;230159;46800
#N/A;BE10178078;-303;ACT;PYPRO;PLTR;CHCK;CHCK;6;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;194445;230159;111600
#N/A;BE10178078;-304;ACT;PYPRO;PLTR;CHCK;CHCK;6;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;194445;230159;36000
#N/A;BE10178078;-305;ACT;PYPRO;PLTR;CHCK;CHCK;6;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;194445;230159;31800
#N/A;BE10178078;-351;ACT;PYHAT;PLTR;CHCK;CHCK;6;DOME;Broeierij - vlees;DOME;NSUHS;ANT;194445;230159;5443200
#N/A;BE10178086;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;188464;211557;39000
#N/A;BE10178086;-302;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;188464;211557;39000
#N/A;BE10178094;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;199421;219759;
#N/A;BE10178108;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;196155;201424;
#N/A;BE10178116;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;201310;205740;31198
#N/A;BE10178116;-302;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;201310;205740;18800
#N/A;BE10178124;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;HESE;SE Broedeieren - selectie;HESE;NSUHS;ANT;184075;231662;33000
#N/A;BE10178124;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;HESE;SE Broedeieren - selectie;HESE;NSUHS;ANT;184075;231662;36000
#N/A;BE10178132;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;ANT;168139;195018;18060
#N/A;BE10178140;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;176403;234344;118864
#N/A;BE10178159;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;165840;225566;
#N/A;BE10178167;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;BRM;VOV Opfok - vermeerdering - vlees;BRM;FREE;ANT;198211;237301;7207
#N/A;BE10178175;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;172846;235059;
#N/A;BE10178183;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;189298;225307;8000
#N/A;BE10178191;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;194186;229094;
#N/A;BE10178205;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;184008;227478;
#N/A;BE10178213;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;172193;230132;6500
#N/A;BE10178221;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;193421;229659;
#N/A;BE10178231;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;185751;218340;
#N/A;BE10178248;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;202143;202618;
#N/A;BE10178256;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;188846;231339;
#N/A;BE10178264;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;195142;233526;35000
#N/A;BE10178272;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196391;231346;126800
#N/A;BE10178272;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196391;231346;116000
