proximity,human_mvt,transports,satscan
0.00094,0.00702,0.01089,0.03274
0.00148,0.00627,0.01121,0.06598
0.00125,0.00654,0.00467,0.07459
0.00054,0.02089,0.00494,0.01626
0.00051,0.01348,0.00752,0.02514
6e-04,0.01855,0.00545,0.04329
0.00122,0.00836,0.00418,0.06603
8e-05,0.01367,0.00481,0.01216
0.00132,0.0132,0.00566,0.05899
0.00061,0.00363,0.003,0.02666
0.00071,0.00619,0.00881,0.03053
0.00035,0.01327,0.00337,0.02657
0.00127,0.01533,0.00733,0.06771
0.00079,0.01291,0.00579,0.05467
0.00032,0.00963,0.00353,0.02096
6e-05,0.0145,0.00374,0.01706
0.00028,0.01227,0.00117,0.03007
0.00014,0.00256,0.00039,0.01355
0.00046,0.00853,0.00146,0.02097
0.00067,0.0141,0.00724,0.03326
0.00093,0.00413,0.00421,0.0503
0.00081,0.01582,0.00647,0.0463
7e-05,0.01759,0.00479,0.00928
0.00057,0.00454,0.00689,0.02555
0.00073,0.00238,0.00549,0.03613
0.00065,0.01077,0.00599,0.0391
0.0013,0.01556,0.00946,0.05893
0.00012,0.01271,0.00638,0.01055
7e-04,0.0137,0.00504,0.03044
0.00068,0.01693,0.00397,0.04169
0.00094,0.00928,0.00354,0.06394
0.00101,0.01187,0.00624,0.04283
0.00154,0.00692,0.00791,0.09374
0.00098,0.00463,0.01119,0.03078
0.00096,0.01249,0.00989,0.05652
0.00119,0.00577,0.00436,0.0525
0.00106,0.0101,0.00616,0.05632
0.00077,0.00892,0.00567,0.03912
0.00082,0.01142,0.00241,0.04627
0.00132,0.00856,0.00789,0.06308
0.00149,0.01061,0.01062,0.06868
0.00054,0.008,0.008,0.01746
6e-04,0.01134,0.00281,0.01911
0.00113,0.01794,0.0059,0.0509
0.00094,0.02168,0.0033,0.04422
0.00102,0.01783,0.0044,0.06627
0.00122,0.0086,0.00366,0.07876
0.00167,0.00921,0.00338,0.11127
4e-04,0.00908,0.00151,0.04131
0,0.01488,0.00692,0.00247
0.00121,0.01482,0.00633,0.07822
0.00023,0.00891,0.00586,0.01779
0.00037,0.00421,0.00364,0.03235
0.00082,0.01019,0.00558,0.0439
0.00059,0.0072,0.00821,0.02693
0.00029,0.01097,0.00927,0.01445
0,0.00994,0.00318,0.00494
0.00077,0.01365,0.00458,0.04452
0.00104,0.00679,0.00357,0.04354
0.00126,0.0076,0.00938,0.05976
0.00071,0.00611,0.00445,0.02768
0.00133,0.01621,0.00612,0.07025
6e-04,0.01113,0.01139,0.02637
0.00067,0.01157,0.00965,0.02318
0.00071,0.00565,0.007,0.02958
0.00078,0.00525,0.0035,0.03861
0.00072,0.01259,0.00395,0.03829
0.00138,0.01426,0.00579,0.07276
0.00099,0.01154,0.00617,0.04984
0.00031,0.0134,0.00875,0.02561
0.00085,0.01237,0.00091,0.05809
0.00093,0.00429,0.00558,0.03929
0.00096,0.01117,0.00487,0.0432
0.00112,0.01248,0.00252,0.05899
0.0013,0.01493,0.00504,0.08434
0.00035,0.00765,0.00828,0.0216
0.00085,0.0114,0.00452,0.04324
0.00012,0.00865,0.00458,0.01756
0.00089,0.01308,0.01135,0.03884
0.00117,0.00736,0.00179,0.07383
0.00125,0.01489,0.0049,0.07268
0.00118,0.00658,0.00539,0.06041
0.00131,0.01177,0.00159,0.08981
0.00155,0.00879,0.00353,0.09424
0.00017,0.01052,0.00357,0.00613
5e-04,0.00357,0.00111,0.02869
0.00164,0.00831,0.00992,0.09096
0.00129,0.0067,0.00545,0.07565
0.00102,0.01284,0.00275,0.05347
0.00109,0.01227,0.00363,0.05673
0.00032,0.01831,0.0072,0.02716
0.00115,0.00965,0.00603,0.06924
0.00093,0.00868,0.00562,0.0533
0.00103,0.01515,0.011,0.03708
0.00107,0.00762,0.00671,0.04129
0.00083,0.01852,0.00679,0.03587
0.00077,0.00326,0.00978,0.02584
0.00055,0.00979,0.00723,0.01712
0.00106,0.01665,0.00503,0.04913
0.00088,0.0061,0.00419,0.03182
0.00108,0.00699,0.00883,0.05417
0.00107,0.00603,0.0048,0.03891
0.00081,0.00948,0.00779,0.04494
0.00087,0.00838,0.00464,0.03718
0.00058,0.01513,0.00854,0.02328
0.00084,0.00996,0.0069,0.04383
0.00076,0.01136,0.00677,0.05046
0.00054,0.00637,0.00161,0.02718
0.00046,0.01267,0.00773,0.02064
0.00038,0.00778,0.0054,0.01319
0.00091,0.02085,0.0079,0.04486
0.00078,0.01802,0.00333,0.03962
0.00022,0.0098,0.00318,0.0296
0.00114,0.00974,0.0044,0.06678
0.00092,0.00881,0.01488,0.03221
0.00091,0.00707,0.00768,0.02654
0.00162,0.01519,0.00893,0.08195
0.00019,0.01431,0.00625,0.01664
0.00087,0.00693,0.00938,0.05075
0.00136,0.01227,0.00562,0.07922
6e-04,0.00776,0.00458,0.03057
0.00133,0.00825,0.00793,0.06002
0.00064,0.0086,0.00182,0.02627
0.00133,0.014,0.0043,0.07294
0.00136,0.01333,0.00975,0.06582
0.00083,0.00569,0.00688,0.04036
0.00125,0.00801,0.01232,0.0371
0.00041,0.01797,0.008,0.02318
0.00081,0.00761,0.0112,0.03709
0.00112,0.00599,0.00674,0.04307
0.00057,0.01663,0.00596,0.03097
0.00074,0.00939,0.00578,0.02591
0.00105,0.0122,0.00449,0.05575
0.00112,0.00271,0.00316,0.06739
0.00062,0.00774,0.0029,0.02846
0.00102,0.00242,0.00221,0.05355
0.00106,0.01144,0.00559,0.05824
0.00052,0.01565,0.01143,0.02709
4e-04,0.01362,0.00644,0.01594
0.00098,0.0058,0.00497,0.04998
0.00041,0.00778,0.00076,0.02474
0.00106,0.00796,0.0059,0.05496
8e-05,0.01567,0.00485,0.01242
0.00048,0.00983,0.00308,0.02907
0.00012,0.01463,0.00123,0.01708
0.00019,0.01197,0.00517,0.01308
0.00043,0.00547,9e-05,0.02784
0.00114,0.01373,0.00358,0.05102
1e-05,0.01157,0.0025,0.00954
0.00066,0.00905,0.00135,0.02944
0.00045,0.0099,0.00213,0.02136
0.00038,0.00859,0.00039,0.02238
0.00011,0.01727,0.00135,0.01742
7e-05,0.01837,0.00333,0.01293
2e-05,0.00992,0.00333,0.00569
0.00064,0.01364,0.00531,0.0503
0.00069,0.00731,0.00811,0.03343
0.00074,0.00734,0.00405,0.03132
0.00072,0.01203,0.00461,0.04095
0.00101,0.01021,0.00752,0.04408
0.00063,0.00572,0.00556,0.03158
0.00097,0.01786,0.00139,0.07555
0.00107,0.00645,0.00397,0.0519
0.00083,0.00703,0.00815,0.0278
0.00097,0.01025,0.00556,0.04279
0.00035,0.01122,0.00752,0.01955
0.00175,0.00688,0.00605,0.10009
0.00043,0.01368,0.00677,0.04432
0.0016,0.01473,0.01133,0.09385
0.0013,0.01735,0.00667,0.06261
0.00072,0.00488,0.00085,0.05134
0.00084,0.00955,0.00452,0.03653
0.00084,0.00977,0.0094,0.03809
0.00071,0.00628,0.00301,0.02643
0.00065,0.01035,0.00701,0.03188
0.00093,0.00402,0.00353,0.034
0.00037,0.00468,0.00421,0.02479
9e-04,0.00744,0.00782,0.03809
0.00097,0.00613,0.01127,0.04504
0.0015,0.01263,0.00691,0.07939
0.00041,0.02162,0.00319,0.02899
0.00091,0.00932,0.00483,0.04469
0.00077,0.01206,0.00308,0.0474
0.00015,0.01424,0.00622,0.01281
0.0011,0.00566,0.00428,0.05403
0.00035,0.00356,0.00435,0.03015
0.00071,0.00638,0.00775,0.04162
0.00068,0.01439,0.00769,0.05166
0.00112,0.01603,0.00494,0.06645
0.00062,0.0139,6e-05,0.036
7e-05,0.01514,0.00507,0.01155
0.00146,0.00439,0.00442,0.06761
0.00056,0.0186,0.0054,0.04217
9e-04,0.0146,0.00615,0.05395
0.00071,0.00335,0.00048,0.04939
0.00046,0.02363,0.00781,0.04042
0.00083,0.00447,0.00306,0.0441
1e-04,0.01461,0.00318,0.02117
0.00055,0.00941,0.00206,0.03596
0.00056,0.00936,0.00072,0.03976
0.00098,0.0087,0.00372,0.04385
0,0.00765,0.00212,0.00416
0.001,0.01167,0.00474,0.05145
0.00077,0.00468,0.00416,0.04007
0.00016,0.00245,3e-04,0.01485
0.00132,0.00964,0.01137,0.06135
0.00087,0.0107,0.00456,0.04981
0.00065,0.00488,0.00327,0.02541
0.00094,0.00175,0.00366,0.05703
0.00084,0.01267,0.00547,0.03865
9e-05,0.01037,0.00732,0.00718
0.00159,0.02271,0.00439,0.10054
0.00103,0.00823,0.00647,0.04959
0.00029,0.00413,1e-05,0.01821
0.00057,0.00679,0.00525,0.02081
0.00128,0.01382,0.00484,0.05618
0.00047,0.00853,0.00266,0.01883
0.00083,0.01166,0.00125,0.02958
0.00084,0.01042,0.00498,0.03096
0.00046,0.00995,0.00431,0.0173
0.0011,0.00675,0.00774,0.05477
0.00103,0.01687,0.00714,0.06269
8e-04,0.01383,0.0062,0.05008
0.00037,0.00582,0.00562,0.02274
0.0013,0.00896,0.00525,0.07567
0.00086,0.00903,0.0054,0.03209
0.00071,0.01569,0.00193,0.04973
0.0011,0.0124,0.00769,0.06329
7e-05,0.01058,0.00451,0.01441
0.00054,0.01184,0.0034,0.03238
0.00045,0.00401,0.00577,0.0257
0.00105,0.00169,0.00323,0.0462
0.00059,0.01054,0.0054,0.03228
0.00038,0.01211,0.00354,0.01721
0.00144,0.00436,0.00379,0.08113
0.001,0.00313,0.00518,0.04358
0.00172,0.00615,0.00581,0.08896
0.00094,0.00803,0.00428,0.04865
0.00102,0.00351,0.00147,0.04192
0.00071,0.00491,0.00144,0.04092
0.00103,0.0064,0.00507,0.04588
0.00108,0.00604,0.00418,0.06283
0.00165,0.01123,0.00506,0.0898
0.00102,0.01136,0.00428,0.06034
4e-04,0.00585,0.00242,0.02756
0.00068,0.00856,0.00701,0.04236
0.00108,0.00824,0.00564,0.0679
7e-04,0.00995,0.0017,0.03738
0.00068,0.00717,0.00274,0.03248
9e-04,0.00097,0.00284,0.05372
0.00096,0.00332,0.00279,0.05014
0.00056,0.01335,0.00516,0.02488
0.00119,0.00761,0.00537,0.04883
9e-04,0.00764,0.00383,0.05338
0.00062,0.01124,0.00496,0.02394
9e-04,0.01106,0.00271,0.04057
0.00074,0.00605,0.0056,0.03312
0.00075,0.0103,0.00745,0.03729
0.00089,0.00497,0.00161,0.03999
0.00102,0.00953,0.00358,0.04654
0.00119,0.00495,0.00658,0.05502
0.00072,0.00774,0.00554,0.03855
0.00076,0.00509,0.00474,0.04393
0.00034,0.00417,4e-05,0.02209
0.00029,0.01065,0.00479,0.01632
1e-04,0.00376,0.00186,0.01946
0.00018,0.01447,0.00364,0.0212
0.00073,0.0127,0.00722,0.04758
0.00069,0.01293,0.00748,0.03047
8e-04,0.00955,0.00122,0.04831
0.00031,0.01483,0.00661,0.02679
0.00066,0.01298,0.00287,0.03357
0.00134,0.00984,0.00799,0.05164
0.00012,0.01688,0.00742,0.01457
0.00028,0.00499,0.00191,0.01741
0.00117,0.00642,0.007,0.05891
0.00045,0.00703,0.00653,0.02305
0.00122,0.004,0.00384,0.06806
0.00156,0.00504,0.00453,0.10743
0.00059,0.01073,0.0038,0.03225
4e-05,0.00787,0.00524,0.00909
0.00068,0.01319,0.006,0.03591
0.00039,0.00765,4e-04,0.02754
0.00082,0.00602,0.00281,0.04074
0.00027,0.01413,0.00481,0.02265
0.00094,0.00459,0.00544,0.0436
0.00025,0.01683,0.00369,0.01505
0.00107,0.00592,0.0035,0.04563
3e-04,0.01217,0.00685,0.02269
0.00077,0.01563,0.00206,0.04911
0.00064,0.00977,0.0038,0.04345
0.00072,0.01216,0.00152,0.03614
0.00119,0.01346,0.00238,0.07539
0.00073,0.00833,0.00208,0.04551
0.00061,0.01306,0.00633,0.03191
0.00019,0.01923,0.00174,0.01104
0.00085,0.01324,0.0074,0.03989
6e-04,0.01218,0.00353,0.05063
0.00098,0.00617,0.00505,0.04739
0.00065,0.00527,0.00438,0.02956
