proximity,human_mvt,transports,satscan
-0.00073,0.01025,0.00654,0.01083
-0.00057,0.01015,0.00349,0.00956
-0.00073,0.0117,0.00778,0.01154
-0.00134,0.0142,0.00881,0.01502
-0.00061,0.01098,0.00619,0.01128
-0.00099,0.01298,0.00962,0.01332
-0.00145,0.02001,0.01085,0.02039
-0.00123,0.01214,0.00854,0.01344
-0.00123,0.01254,0.00838,0.0137
-0.00073,0.01045,0.0062,0.01102
-0.00092,0.0112,0.00894,0.0118
-0.00039,0.00645,0.00524,0.0065
-6e-04,0.01197,0.00877,0.01245
-0.00082,0.01153,0.00829,0.01219
-0.0013,0.01991,0.01424,0.02107
-0.00113,0.01599,0.00855,0.01677
-7e-04,0.01113,0.00688,0.01127
-0.00107,0.01519,0.01196,0.01557
-0.00111,0.01581,0.01067,0.01586
-0.00063,0.01111,0.00809,0.01145
-0.00119,0.01579,0.01085,0.01719
-0.00092,0.01585,0.01215,0.01677
-0.00103,0.01259,0.00933,0.01383
-0.00107,0.01542,0.01163,0.01697
-0.00107,0.01284,0.00825,0.01386
-0.00043,0.012,0.00842,0.0113
-0.00124,0.01656,0.01214,0.01724
-6e-04,0.00849,0.00748,0.00814
-0.00022,0.00997,0.00696,0.00943
-0.00112,0.01045,0.00748,0.01154
-0.00077,0.01517,0.00516,0.01458
-0.00058,0.00808,0.00548,0.00853
-0.00123,0.01359,0.00984,0.01535
-0.001,0.01435,0.00766,0.01449
-0.00084,0.01059,0.00937,0.01123
-0.0014,0.01366,0.01216,0.01588
-0.00124,0.01303,0.00902,0.01461
-0.00047,0.0117,0.00723,0.0099
-0.00049,0.01189,0.0085,0.0113
-6e-04,0.01615,0.00966,0.01589
-0.00119,0.01336,0.00855,0.01433
-6e-05,0.0086,0.00577,0.00767
-0.00125,0.01591,0.01009,0.0162
-0.00058,0.00596,0.00439,0.00644
-0.00067,0.00939,0.00811,0.0101
-0.00035,0.01065,0.0062,0.01034
-0.00124,0.01864,0.01217,0.01926
-0.00079,0.01528,0.00983,0.01594
-0.00032,0.00841,0.00535,0.0082
0,0.00953,0.0058,0.00899
-0.00027,0.00971,0.00434,0.00963
-0.00014,0.00214,-0.00039,0.00188
-0.00044,0.00712,0.00369,0.00683
-0.00065,0.01338,0.00924,0.01305
-0.00091,0.00888,0.00675,0.01014
-8e-04,0.01581,0.01015,0.01579
-6e-05,0.00894,0.0059,0.00742
-0.00054,0.00735,0.00642,0.00805
-7e-04,0.00641,0.00601,0.00783
-0.00064,0.0123,0.00845,0.01265
-0.00124,0.01832,0.01286,0.01867
-0.00011,0.0084,0.00615,0.00727
-0.00066,0.01206,0.00768,0.01157
-0.00068,0.01465,0.00823,0.01434
-0.00094,0.01349,0.00809,0.01443
-0.00095,0.0134,0.00908,0.01349
-0.00153,0.0159,0.01241,0.01858
-0.00085,0.0088,0.00859,0.00981
-0.00095,0.01651,0.0123,0.0175
-0.00112,0.01036,0.00737,0.01126
-0.00103,0.01406,0.00967,0.01491
-0.00075,0.01125,0.00792,0.0117
-8e-04,0.01218,0.00644,0.01225
-0.00127,0.01431,0.01084,0.01566
-0.00142,0.01695,0.01321,0.01842
-0.00047,0.00836,0.00684,0.00799
-0.00053,0.00846,0.00497,0.00776
-0.00107,0.01718,0.01044,0.01682
-9e-04,0.01651,0.00842,0.01564
-0.00101,0.01858,0.01029,0.01881
-0.00121,0.01453,0.00885,0.01578
-0.00167,0.01771,0.01025,0.01932
-0.00038,0.01002,0.00495,0.01043
2e-05,0.0065,0.00518,0.00428
-0.0012,0.01924,0.01206,0.02028
-0.00023,0.0083,0.00616,0.00811
-0.00037,0.00711,0.00528,0.00808
-8e-04,0.01248,0.00846,0.01293
-0.00056,0.0094,0.00776,0.00977
-0.00028,0.00936,0.00753,0.00848
5e-05,0.00514,0.00352,0.00429
-0.00076,0.01391,0.00842,0.01396
-0.00097,0.00988,0.00649,0.01031
-0.00121,0.01368,0.01117,0.01528
-0.00065,0.00797,0.00581,0.00822
-0.0013,0.01897,0.01165,0.01941
-0.00057,0.01203,0.00986,0.01179
-6e-04,0.0113,0.00889,0.0107
-0.00066,0.00855,0.00711,0.00917
-0.00075,0.00839,0.00583,0.00905
-7e-04,0.01234,0.00737,0.01225
-0.00135,0.01812,0.01124,0.01878
-0.00096,0.0141,0.0095,0.01455
-0.00031,0.01228,0.00911,0.01194
-0.00085,0.01309,0.0053,0.01307
-0.00087,0.00834,0.00686,0.00936
-0.00091,0.01266,0.00813,0.01278
-0.00109,0.01424,0.00738,0.01435
-0.0013,0.01949,0.01144,0.02045
-0.00035,0.0089,0.00734,0.00906
-0.00082,0.01266,0.00794,0.01282
-9e-05,0.00781,0.00547,0.00777
-0.00084,0.01485,0.01156,0.0149
-0.00116,0.01242,0.00651,0.01314
-0.00123,0.01811,0.01064,0.01869
-0.00114,0.01199,0.00871,0.01326
-0.00131,0.01654,0.00757,0.01708
-0.00153,0.016,0.00952,0.01734
-0.00015,0.00575,0.00396,0.00467
-5e-04,0.00549,0.00309,0.00578
-0.00161,0.01732,0.01381,0.01994
-0.00127,0.01348,0.00968,0.01523
-0.00099,0.01389,0.00736,0.01393
-0.00106,0.01438,0.00825,0.01464
-0.00031,0.01399,0.0093,0.0132
-0.00113,0.01512,0.01033,0.01646
-0.00091,0.01272,0.00885,0.01368
-0.00093,0.01548,0.01165,0.015
-0.00099,0.01104,0.00839,0.01163
-0.00079,0.01545,0.00991,0.01462
-0.00069,0.00697,0.00713,0.00803
-0.00048,0.0089,0.00685,0.00824
-0.00102,0.01604,0.00951,0.01575
-8e-04,0.00838,0.00597,0.00865
-0.00105,0.01254,0.01031,0.01407
-0.00097,0.00929,0.00682,0.0098
-0.00079,0.01285,0.00965,0.01365
-0.00082,0.01041,0.00707,0.01066
-0.00054,0.01249,0.00906,0.0115
-0.00082,0.01274,0.00918,0.01332
-0.00076,0.01428,0.00987,0.01505
-0.00052,0.00708,0.00391,0.00713
-0.00044,0.01083,0.00798,0.01009
-0.00035,0.00691,0.00525,0.0064
-0.00088,0.01821,0.0117,0.01752
-0.00076,0.01446,0.00771,0.01386
-0.00019,0.00963,0.0058,0.00995
-0.00113,0.01438,0.00903,0.01533
-0.00083,0.01236,0.01125,0.01279
-0.00078,0.00915,0.00747,0.00924
-0.00157,0.02074,0.01415,0.02183
-0.00019,0.01024,0.0071,0.00934
-0.00086,0.01227,0.0103,0.0139
-0.00134,0.01763,0.01114,0.01874
-0.00059,0.00925,0.00643,0.00951
-0.00126,0.0138,0.01058,0.01506
-6e-04,0.00807,0.00435,0.00782
-0.0013,0.01742,0.01002,0.01794
-0.00131,0.01806,0.01312,0.01901
-8e-04,0.00975,0.00795,0.01082
-0.00107,0.01203,0.01062,0.0126
-0.00041,0.01336,0.00925,0.01219
-0.00077,0.01157,0.01008,0.01248
-0.00103,0.0102,0.00817,0.0111
-0.00056,0.01362,0.00871,0.01297
-0.00067,0.00975,0.00699,0.00951
-0.00102,0.01458,0.00886,0.01496
-0.00111,0.00857,0.00653,0.01021
-0.00059,0.00842,0.00521,0.00844
-0.00099,0.00699,0.00503,0.00803
-0.00104,0.01486,0.00968,0.01554
-0.00051,0.01415,0.01085,0.01337
-0.00037,0.0099,0.007,0.00881
-0.00095,0.01031,0.00761,0.0114
-0.00041,0.00694,0.00306,0.0068
-0.00103,0.01253,0.00899,0.01358
-7e-05,0.00927,0.00609,0.00816
-0.00047,0.00952,0.0057,0.0095
-1e-04,0.00833,0.00384,0.00786
-0.00019,0.00837,0.00581,0.00752
-0.00043,0.00568,0.00172,0.00553
-0.00108,0.01438,0.00808,0.01426
6e-05,0.00652,0.00392,0.00597
-0.00063,0.00844,0.00414,0.00819
-0.00043,0.00802,0.00446,0.00766
-0.00038,0.00664,0.00249,0.00638
-8e-05,0.0092,0.00423,0.00859
-4e-05,0.00954,0.00557,0.00843
1e-05,0.00539,0.0037,0.00455
-0.00064,0.01494,0.00933,0.01544
-0.00066,0.01028,0.00835,0.01093
-0.00069,0.00896,0.00609,0.00915
-0.00071,0.0127,0.00794,0.01282
-0.00095,0.01307,0.00958,0.01353
-0.00061,0.00849,0.00662,0.00916
-0.00097,0.01801,0.00742,0.01809
-0.00102,0.01065,0.00721,0.01147
-0.00074,0.0094,0.00778,0.00965
-0.00092,0.01237,0.00838,0.01263
-0.00034,0.01,0.00751,0.00948
-0.00172,0.01587,0.0115,0.01816
-0.00042,0.01466,0.00983,0.01522
-0.00158,0.02248,0.01634,0.02447
-0.00125,0.01878,0.01171,0.01887
-0.00072,0.00826,0.00398,0.00872
-0.00079,0.01089,0.00716,0.011
-8e-04,0.01256,0.00991,0.01302
-0.00065,0.00747,0.0049,0.00751
-0.00062,0.01141,0.00833,0.0115
-0.00084,0.00711,0.00528,0.00765
-0.00037,0.00674,0.00516,0.00734
-0.00084,0.01084,0.00865,0.01153
-0.00092,0.01149,0.01043,0.01305
-0.00147,0.01831,0.01216,0.01946
-0.00041,0.01382,0.00724,0.01288
-0.00088,0.01187,0.00788,0.01231
-0.00076,0.01293,0.0072,0.01312
-0.00014,0.00937,0.00661,0.00824
-0.00106,0.0104,0.00738,0.01143
-0.00035,0.00662,0.00537,0.0077
-7e-04,0.01056,0.00865,0.01178
-0.00068,0.01627,0.01106,0.01688
-0.00111,0.01796,0.01047,0.01834
-0.00061,0.00987,0.00249,0.00934
-6e-05,0.00898,0.00603,0.00785
-0.00139,0.01059,0.00794,0.01202
-0.00056,0.01598,0.00955,0.0157
-0.00089,0.01616,0.01031,0.01651
-0.00071,0.00675,0.00309,0.00709
-0.00046,0.01851,0.01166,0.01777
-0.00081,0.00825,0.00569,0.00909
-6e-05,0.01012,0.0058,0.00976
-0.00055,0.00981,0.00525,0.00992
-0.00056,0.00945,0.00389,0.00945
-0.00093,0.01106,0.00696,0.01135
5e-05,0.00394,0.0026,0.00339
-0.00097,0.01388,0.00868,0.01423
-0.00075,0.00834,0.00622,0.00925
-0.00016,0.00228,-0.00026,0.00201
-0.00126,0.0157,0.01279,0.0172
-0.00086,0.01312,0.00828,0.01361
-6e-04,0.00668,0.00473,0.00693
-0.00093,0.00687,0.00606,0.00868
-8e-04,0.01298,0.00843,0.01287
-9e-05,0.00703,0.00561,0.00583
-0.00158,0.02504,0.01288,0.02542
-0.00099,0.01229,0.00901,0.01316
-0.00029,0.00382,0.00088,0.00364
-0.00052,0.00764,0.00577,0.00759
-0.00121,0.01558,0.00941,0.01564
-0.00044,0.00732,0.00447,0.00697
-0.00075,0.00944,0.00435,0.00887
-0.00077,0.01071,0.00716,0.01049
-0.00042,0.00818,0.00552,0.00761
-0.00106,0.01218,0.00974,0.01362
-0.00102,0.01873,0.01195,0.01917
-0.00079,0.0153,0.00993,0.01567
-0.00037,0.00749,0.00592,0.00789
-0.00128,0.01506,0.01003,0.01644
-0.00079,0.01033,0.00725,0.01034
-0.00071,0.01424,0.00667,0.01413
-0.00109,0.01664,0.01155,0.01763
-3e-05,0.00796,0.00542,0.00757
-0.00053,0.01098,0.00646,0.01086
-0.00045,0.00678,0.00581,0.0076
-0.00099,0.00596,0.00518,0.0072
-0.00058,0.01109,0.00753,0.01115
-0.00036,0.00868,0.00538,0.00798
-0.00141,0.01143,0.00816,0.01313
-0.00094,0.00767,0.00662,0.00899
-0.00167,0.01426,0.01054,0.01625
-0.00091,0.01141,0.00754,0.01207
-0.00095,0.00678,0.00407,0.00711
-7e-04,0.00764,0.00424,0.00805
-0.00098,0.01034,0.00754,0.01115
-0.00106,0.01145,0.0079,0.01275
-0.00162,0.01784,0.01111,0.01907
-0.00101,0.01458,0.00884,0.01522
-4e-04,0.00719,0.0045,0.00753
-0.00068,0.01181,0.00883,0.01267
-0.00107,0.01394,0.00969,0.01541
-0.00069,0.01004,0.00505,0.00997
-0.00066,0.00857,0.00527,0.00874
-0.00089,0.00537,0.00503,0.00703
-0.00093,0.00777,0.00555,0.0088
-0.00053,0.01106,0.00721,0.01045
-0.00111,0.01151,0.00817,0.01216
-0.00089,0.01152,0.00743,0.01236
-0.00057,0.01001,0.00669,0.00952
-0.00086,0.01144,0.00633,0.01132
-7e-04,0.00888,0.00683,0.00947
-0.00073,0.01224,0.00901,0.01255
-0.00084,0.00767,0.00437,0.00794
-0.00097,0.01177,0.00717,0.012
-0.00113,0.01056,0.00866,0.01208
-7e-04,0.01049,0.00758,0.01111
-0.00075,0.00917,0.00691,0.01027
-0.00033,0.00436,0.00122,0.00423
-0.00029,0.00842,0.00578,0.00786
-7e-05,0.00493,0.00321,0.00547
-0.00016,0.01027,0.0061,0.00978
-0.00073,0.01475,0.01017,0.01528
-0.00066,0.01251,0.00891,0.01215
-0.00079,0.01086,0.005,0.01094
-0.00031,0.01244,0.00842,0.01201
-0.00064,0.01139,0.00628,0.01108
-0.00123,0.01389,0.01035,0.01453
-0.00011,0.01098,0.00778,0.00965
-0.00028,0.00532,0.00332,0.0054
-0.00113,0.01216,0.00954,0.01368
-0.00044,0.00839,0.00662,0.00859
-0.0012,0.0101,0.00744,0.01167
-0.00155,0.01426,0.01021,0.01681
-0.00057,0.01063,0.00656,0.01059
-1e-05,0.00612,0.00469,0.00564
-0.00066,0.013,0.00862,0.01287
-0.00039,0.00697,0.00265,0.00687
-0.00079,0.00886,0.00562,0.00935
-0.00027,0.01085,0.00692,0.01032
-9e-04,0.00894,0.00716,0.01007
-0.00025,0.00977,0.00586,0.00863
-0.001,0.00952,0.00639,0.01011
-3e-04,0.01075,0.0077,0.01039
-0.00077,0.01421,0.00677,0.01404
-0.00064,0.01161,0.00717,0.01209
-7e-04,0.01073,0.00507,0.01042
-0.00118,0.0165,0.00819,0.01689
-0.00073,0.01039,0.00564,0.01073
-0.00059,0.01245,0.00845,0.01221
-0.00019,0.00843,0.00427,0.00723
-0.00081,0.01402,0.00975,0.01399
-0.00059,0.01358,0.00779,0.01411
-0.00094,0.01033,0.00757,0.01127
-0.00062,0.00769,0.00574,0.00818
