proximity,human_mvt,transports,satscan
-0.00099,0.14423,0.09412,0.23019
-0.00879,0.15245,0.13201,0.23617
-0.00511,0.19245,0.12236,0.32099
-0.00602,0.13617,0.11526,0.28111
-0.00562,0.13976,0.11237,0.28412
-0.00211,0.13482,0.09467,0.23982
-0.00893,0.13791,0.13087,0.22422
-0.00551,0.10886,0.10403,0.15265
-0.00228,0.14808,0.12599,0.22311
-0.00513,0.14127,0.11934,0.23513
-0.00511,0.18643,0.15644,0.30678
-0.00143,0.16644,0.10682,0.30675
-0.0042,0.1458,0.10336,0.22216
-0.00948,0.16485,0.15263,0.24701
-0.00854,0.17317,0.13405,0.25649
-0.00385,0.14305,0.12081,0.21416
-0.00369,0.16069,0.13134,0.29905
-0.00421,0.16673,0.1505,0.26296
-0.00517,0.14203,0.1256,0.26511
-0.00355,0.1586,0.1424,0.28524
-0.00387,0.14451,0.11092,0.27773
-0.00278,0.16267,0.12518,0.18802
-0.00842,0.17072,0.14672,0.27366
-0.0118,0.12565,0.13268,0.16085
0.00136,0.14959,0.11392,0.16887
-0.00691,0.12616,0.10865,0.25989
-0.00148,0.18949,0.07583,0.25541
-0.00362,0.11838,0.09441,0.20119
-0.00387,0.14323,0.12488,0.29892
-0.0044,0.16517,0.10264,0.26639
-0.00974,0.13269,0.14233,0.20968
-0.009,0.1412,0.15288,0.2861
-0.00393,0.1399,0.11699,0.29866
-0.00812,0.18053,0.11032,0.16174
-0.00403,0.15929,0.12658,0.1909
-0.00028,0.1863,0.1229,0.24326
-0.00528,0.14737,0.11284,0.28348
0.0041,0.14921,0.10288,0.14082
-0.00824,0.17061,0.12549,0.27421
-0.00593,0.09791,0.08593,0.18191
-0.00642,0.12482,0.13009,0.20156
0.00041,0.15468,0.09783,0.19211
-0.00544,0.18432,0.13963,0.29491
-0.00103,0.16791,0.12497,0.26571
-0.00096,0.13432,0.09423,0.17078
0.00778,0.15502,0.09766,0.16141
0.00347,0.14824,0.07427,0.19924
0.00179,0.06851,0.00258,0.12421
-0.0046,0.12508,0.07173,0.16674
-0.00464,0.16579,0.12836,0.21521
-0.00465,0.11406,0.1047,0.24585
-0.0035,0.17786,0.12891,0.24917
0.00307,0.16288,0.10337,0.12924
-0.00535,0.10901,0.11536,0.1833
-0.00521,0.09374,0.10726,0.20968
-0.00258,0.1519,0.12015,0.22749
-0.00793,0.18407,0.14938,0.27858
0.00139,0.14529,0.11194,0.1335
-0.00613,0.16051,0.11277,0.20496
-0.00236,0.17773,0.11047,0.23669
-0.0014,0.15091,0.1078,0.27993
-0.00787,0.15897,0.12381,0.2373
-0.00406,0.15105,0.14255,0.33514
-0.01111,0.11589,0.14062,0.20147
-0.00344,0.17028,0.14896,0.27206
-0.00804,0.12701,0.10828,0.25251
-0.00511,0.15545,0.12585,0.26689
-0.00484,0.142,0.11659,0.22544
-0.0036,0.15361,0.09408,0.24192
-0.00738,0.1512,0.13689,0.28061
-0.00841,0.16601,0.15438,0.29513
-0.00782,0.12791,0.12182,0.15954
-0.00843,0.14071,0.08818,0.1639
-0.0074,0.18739,0.12784,0.26024
-0.00606,0.19542,0.10824,0.24467
-0.00198,0.19081,0.1212,0.29169
-0.00255,0.15209,0.11186,0.30747
-0.00241,0.16406,0.11674,0.36136
0.00374,0.13819,0.08035,0.22746
0.00481,0.14623,0.10998,0.08215
-0.00242,0.18456,0.13561,0.31385
5e-04,0.13118,0.10964,0.16092
0.00149,0.10639,0.09447,0.20106
-0.00441,0.15059,0.11847,0.23839
-0.00535,0.12884,0.12636,0.19157
-0.00308,0.14261,0.12962,0.15144
0.00711,0.12277,0.0819,0.09606
-0.00328,0.166,0.11404,0.24183
-0.00811,0.12909,0.10027,0.23206
-0.00736,0.14587,0.14337,0.27394
-0.00736,0.11864,0.1013,0.18945
-0.0058,0.18758,0.13328,0.29943
-0.0056,0.15218,0.14576,0.19535
-0.00812,0.15124,0.13617,0.18406
-0.00679,0.11919,0.1188,0.19685
-0.00519,0.11681,0.09657,0.2183
-0.00411,0.1579,0.1064,0.22482
-0.00599,0.17995,0.13048,0.30255
-0.00568,0.16014,0.12519,0.25375
0.001,0.16027,0.13367,0.19378
-0.00126,0.15956,0.07876,0.26676
-0.00766,0.11238,0.11151,0.22057
-0.00694,0.15439,0.11399,0.23661
-0.0053,0.16348,0.09947,0.27081
-0.00247,0.18554,0.12839,0.32371
-0.00166,0.12864,0.12499,0.1751
-0.00503,0.1551,0.11164,0.23677
0.00468,0.12829,0.10026,0.15917
-0.00697,0.16712,0.15136,0.23181
-0.00286,0.14065,0.0911,0.2949
-0.00415,0.18164,0.12465,0.30227
-0.006,0.13626,0.11872,0.27142
-0.00149,0.16825,0.09571,0.32694
-0.00392,0.15745,0.11423,0.33404
-0.00363,0.12756,0.08679,0.10393
-0.00291,0.09517,0.06479,0.18566
-0.00581,0.16008,0.15406,0.33302
-0.00418,0.14206,0.12302,0.30146
-0.00505,0.16348,0.10059,0.25962
-0.00538,0.16325,0.10896,0.26715
0.00152,0.17975,0.12844,0.2009
-0.00346,0.15739,0.12792,0.29275
-0.00377,0.14631,0.12028,0.25881
-0.00972,0.175,0.15049,0.22821
-0.0093,0.1366,0.12291,0.23004
-0.00676,0.1843,0.12923,0.22469
-0.00935,0.10114,0.13003,0.18405
-0.00814,0.13673,0.11864,0.15924
-0.00685,0.18081,0.1206,0.25472
-0.00906,0.1203,0.10083,0.20119
-0.0061,0.13975,0.13837,0.26123
-0.01004,0.12379,0.10778,0.22069
-0.00394,0.14943,0.13204,0.24206
-0.00718,0.13707,0.10819,0.21873
-0.00622,0.16618,0.13265,0.18649
-0.00474,0.15067,0.12682,0.23907
-0.00159,0.16012,0.12901,0.25595
-0.00405,0.11596,0.07432,0.18521
-0.00478,0.15332,0.12536,0.17528
-0.00622,0.12124,0.10316,0.13998
-0.00556,0.19762,0.13999,0.24976
-0.00477,0.18025,0.10505,0.23126
0.00521,0.13941,0.09478,0.19886
-0.00397,0.15528,0.11587,0.28655
-0.0097,0.1455,0.16166,0.21215
-0.0114,0.12735,0.12305,0.18915
-0.00717,0.18956,0.15194,0.32214
0.00119,0.15669,0.11557,0.16118
-0.00348,0.13858,0.14029,0.25426
-0.00437,0.1729,0.12946,0.31299
-0.00434,0.13043,0.10494,0.2002
-0.00824,0.1485,0.13606,0.27401
-0.00656,0.12909,0.07855,0.18464
-0.00517,0.17725,0.11967,0.30146
-0.00724,0.17717,0.15124,0.29124
-0.00571,0.12425,0.12177,0.22623
-0.0131,0.14158,0.15146,0.22293
-0.00249,0.17701,0.13132,0.18807
-0.00627,0.13848,0.14587,0.22264
-0.00954,0.12726,0.12207,0.23275
-0.0034,0.17393,0.12111,0.2096
-0.00862,0.13833,0.113,0.18821
-0.00503,0.16363,0.11556,0.26591
-0.00364,0.10624,0.09844,0.27857
-0.00535,0.12712,0.09007,0.19209
-0.0054,0.097,0.08509,0.24816
-0.00463,0.16216,0.12358,0.27163
-0.00366,0.17262,0.14928,0.20114
-0.00516,0.15337,0.11594,0.15731
-0.00556,0.12694,0.11214,0.24775
-0.00201,0.1213,0.06179,0.17759
-0.00549,0.14316,0.12203,0.26181
0.00413,0.1579,0.10456,0.14347
-0.00203,0.13911,0.09373,0.19638
0.00452,0.15153,0.07124,0.15791
-0.00036,0.1426,0.1048,0.14354
-0.0014,0.10558,0.04255,0.18265
-0.00753,0.16766,0.10797,0.25548
0.00856,0.13452,0.08008,0.12453
-0.00582,0.13225,0.07406,0.19399
-0.0042,0.13387,0.08118,0.17036
-0.00203,0.12339,0.05361,0.1696
0.00519,0.16269,0.07469,0.16128
0.0054,0.16706,0.09432,0.14614
0.00496,0.12373,0.08384,0.1012
7e-04,0.16907,0.12101,0.25639
-0.00505,0.13263,0.12831,0.21063
-0.00672,0.12768,0.1007,0.20118
-0.00343,0.15726,0.11202,0.23188
-0.00745,0.15258,0.13076,0.24002
-0.00449,0.11923,0.11034,0.20183
0.00083,0.18939,0.09389,0.306
-0.00637,0.13074,0.10575,0.25172
-0.00964,0.12821,0.12622,0.19352
-0.00722,0.15041,0.11809,0.23544
-0.00238,0.14567,0.12258,0.17038
-0.00547,0.15082,0.13249,0.34388
0.00373,0.16835,0.12883,0.24402
-0.00461,0.19289,0.16632,0.34397
-0.00704,0.19007,0.13556,0.28546
-0.00061,0.11462,0.0695,0.24507
-0.0068,0.14299,0.10807,0.21799
-0.0065,0.14942,0.13898,0.22608
-0.00783,0.11726,0.08891,0.18423
-0.00469,0.14752,0.12385,0.20826
-0.00924,0.10548,0.09387,0.20409
-0.0011,0.10686,0.09677,0.17923
-0.00748,0.1352,0.12831,0.22275
-0.00664,0.13274,0.14731,0.24104
-0.00623,0.17591,0.13811,0.31441
-0.00031,0.18827,0.10214,0.2046
-0.00574,0.14557,0.11277,0.23874
-0.0024,0.15808,0.10136,0.246
0.00129,0.15366,0.11329,0.14506
-0.00632,0.1267,0.10795,0.25586
0.00126,0.10087,0.0986,0.19455
-0.00303,0.13015,0.12809,0.23107
0.00025,0.1751,0.13694,0.2618
-0.00355,0.18436,0.12413,0.29118
-0.00272,0.15416,0.05049,0.21293
0.00416,0.15531,0.10535,0.13929
-0.00835,0.12239,0.11118,0.28218
0.00025,0.18595,0.12226,0.24056
-0.00312,0.17539,0.12828,0.26544
-0.00104,0.10047,0.05974,0.23765
0.00199,0.20528,0.13953,0.24123
-0.00453,0.11279,0.09351,0.23063
0.00693,0.15728,0.09477,0.17588
-0.00145,0.13863,0.08553,0.2142
-0.00045,0.13716,0.06794,0.22183
-0.00702,0.14059,0.10338,0.23496
0.00736,0.10767,0.06876,0.08685
-0.00536,0.15984,0.11586,0.25628
-0.00471,0.1141,0.10188,0.22208
0.00139,0.06875,0.00576,0.12985
-0.00777,0.15919,0.15543,0.28027
-0.00365,0.15436,0.1133,0.25183
-0.00709,0.10752,0.08942,0.17982
-0.00332,0.09284,0.09858,0.25634
-0.00616,0.16014,0.11793,0.22699
0.00051,0.13192,0.11371,0.11405
-0.00308,0.21851,0.13141,0.3549
-0.00641,0.14323,0.12444,0.25051
-0.00137,0.08918,0.02981,0.14779
-0.00718,0.12014,0.10496,0.16852
-0.0083,0.17144,0.11939,0.26799
-0.00575,0.12588,0.08443,0.16062
-0.00885,0.14527,0.07482,0.19608
-0.00855,0.14538,0.11022,0.20361
-0.00609,0.13466,0.0991,0.15784
-0.0062,0.13758,0.13219,0.26151
-0.00306,0.18869,0.13816,0.2861
-0.00231,0.17067,0.12699,0.25643
-0.0019,0.11536,0.10741,0.17503
-0.00428,0.15498,0.12364,0.30348
-0.00857,0.13915,0.11247,0.20599
-0.00078,0.17301,0.09273,0.2527
-0.00412,0.17043,0.13873,0.28447
0.00597,0.13617,0.09964,0.14826
-0.0023,0.15108,0.09928,0.20793
-0.00282,0.1039,0.10765,0.18249
-0.00773,0.08745,0.09168,0.23109
-0.00338,0.14709,0.11373,0.2084
-0.00404,0.14418,0.09448,0.1587
-0.00517,0.12565,0.1093,0.30703
-0.00758,0.10393,0.10862,0.22928
-0.00713,0.14285,0.12789,0.32437
-0.00518,0.13942,0.10872,0.2464
-0.00837,0.10141,0.0744,0.22142
-0.00324,0.11203,0.07534,0.22128
-0.00739,0.1294,0.11228,0.2388
-0.00394,0.13223,0.10994,0.27491
-0.00607,0.1705,0.12719,0.32994
-0.00348,0.16106,0.11457,0.27488
-0.00084,0.11419,0.08319,0.18734
-0.00233,0.14271,0.12585,0.23458
-0.00276,0.14893,0.12381,0.28863
-0.00408,0.14138,0.08215,0.2176
-0.00527,0.12549,0.0895,0.20303
-0.00348,0.07962,0.08872,0.24649
-0.00515,0.10529,0.09136,0.24278
-0.00526,0.15625,0.11123,0.18796
-0.00906,0.13827,0.11635,0.24697
-0.00335,0.13841,0.10613,0.25641
-0.00695,0.14575,0.10792,0.18293
-0.00666,0.14999,0.09506,0.22778
-0.00624,0.12222,0.11148,0.20639
-0.00509,0.15012,0.12832,0.22324
-0.0067,0.11244,0.07732,0.21893
-0.00704,0.14594,0.10369,0.24195
-0.00745,0.12453,0.12343,0.25905
-0.00416,0.13505,0.11455,0.22285
-0.00347,0.11941,0.10797,0.23281
-0.00107,0.09236,0.0355,0.16225
-0.00221,0.13812,0.1028,0.15549
0.00601,0.09323,0.07121,0.15789
0.00373,0.1573,0.09868,0.176
-0.00178,0.16569,0.13188,0.25071
-0.00602,0.15948,0.12801,0.20644
-0.00274,0.14285,0.07888,0.2434
0.00148,0.16513,0.12261,0.19698
-0.0043,0.1561,0.09569,0.21129
-0.01042,0.15405,0.13545,0.25724
0.00319,0.16691,0.12329,0.15565
-0.00151,0.10153,0.07228,0.15103
-0.00621,0.13631,0.12859,0.26941
-0.0037,0.12417,0.11466,0.17789
-0.00493,0.11874,0.10624,0.28237
-0.00177,0.13892,0.12141,0.35248
-0.00335,0.14615,0.10177,0.20697
0.00494,0.11829,0.09961,0.12137
-0.00399,0.16181,0.12092,0.22087
-0.00035,0.12088,0.05524,0.18549
-0.00532,0.12198,0.0918,0.22379
0.0011,0.15803,0.10828,0.18157
-0.00661,0.11629,0.11226,0.23166
-0.00146,0.16311,0.09773,0.15387
-0.00804,0.12426,0.09945,0.23608
0.00028,0.15141,0.12061,0.18188
-0.002,0.17275,0.09392,0.25129
-0.0011,0.14621,0.10476,0.23566
-0.00468,0.15128,0.0812,0.21577
-0.00272,0.17309,0.10282,0.30379
-0.00237,0.13682,0.08785,0.23716
-0.0039,0.15974,0.12157,0.21005
-0.00119,0.16631,0.07754,0.1352
-0.006,0.16509,0.13095,0.23212
0.00169,0.16051,0.10639,0.25444
-0.00623,0.12846,0.11236,0.2422
-0.0056,0.11381,0.10062,0.19427
