ID_herd;ID_farm;H3N1;Longitude;Latitude;Species;SubspeciesList;Outdoor;ProductionList;Capacity;Date_capacity
BE50029520-0301;BE50029520;#N/A;3.89674;50.47606;Pluimvee;NOTRE;NA;NA;130;1/04/2019
BE50137528-0301;BE50137528;#N/A;4.27339;50.47682;Pluimvee;CHCK;NA;MEATP;70;1/04/2019
BE90043313-0301;BE90043313;#N/A;4.6261;50.47719;Pluimvee;CHCK;NA;MEATP;4900;1/04/2019
BE90052630-0301;BE90052630;#N/A;4.61209;50.47861;Pluimvee;CHCK;Yes;MEATP;4800;1/04/2019
BE90052630-0302;BE90052630;#N/A;4.61209;50.47861;Pluimvee;CHCK;NA;MEATP;4800;1/04/2019
BE60011281-0301;BE60011281;#N/A;5.53415;50.48017;Pluimvee;CHCK;Yes;MEATP;4800;1/04/2019
BE60011281-0302;BE60011281;#N/A;5.53415;50.48017;Pluimvee;CHCK;Yes;MEATP;4800;1/04/2019
BE90094112-0301;BE90094112;#N/A;4.69973;50.48256;Pluimvee;CHCK;NA;MEATP;13000;1/04/2019
BE50050929-0301;BE50050929;#N/A;4.55049;50.48777;Pluimvee;QL;Yes;MEATP;199;1/04/2019
BE50050929-0302;BE50050929;#N/A;4.55049;50.48777;Pluimvee;TRK;Yes;MEATP;150;1/04/2019
BE50050929-0303;BE50050929;#N/A;4.55049;50.48777;Pluimvee;GFWL;Yes;MEATP;50;1/04/2019
BE50050929-0304;BE50050929;#N/A;4.55049;50.48777;Pluimvee;CHCK;Yes;MEATP.CELAY;398;1/04/2019
BE50050929-0305;BE50050929;#N/A;4.55049;50.48777;Pluimvee;DUCK;Yes;MEATP;10;1/04/2019
BE50077290-0301;BE50077290;#N/A;4.24162;50.48782;Pluimvee;CHCK;Yes;MEATP.CELAY;160;1/04/2019
BE50077290-0302;BE50077290;#N/A;4.24162;50.48782;Pluimvee;DUCK;Yes;MEATP;30;1/04/2019
BE50077290-0303;BE50077290;#N/A;4.24162;50.48782;Pluimvee;TRK;Yes;MEATP;1;1/04/2019
BE50077290-0304;BE50077290;#N/A;4.24162;50.48782;Pluimvee;GSE;Yes;MEATP;1;1/04/2019
BE60021013-0301;BE60021013;#N/A;5.60473;50.48926;Pluimvee;DUCK;NA;MEATP;600;1/04/2019
BE60008211-0301;BE60008211;#N/A;5.18898;50.48996;Pluimvee;CHCK;NA;MEATP;9600;1/04/2019
BE50088081-0301;BE50088081;#N/A;4.02047;50.49048;Pluimvee;CHCK;NA;MEATP;25000;1/04/2019
BE50087067-0301;BE50087067;#N/A;4.56451;50.49059;Pluimvee;CHCK;No;CELAY;60000;1/04/2019
BE50087067-0302;BE50087067;#N/A;4.56451;50.49059;Pluimvee;CHCK;No;CELAY;27000;1/04/2019
BE50087067-0303;BE50087067;#N/A;4.56451;50.49059;Pluimvee;CHCK;No;CELAY;4200;1/04/2019
BE60047772-0301;BE60047772;#N/A;5.18287;50.49114;Pluimvee;CHCK;NA;MEATP;19990;1/04/2019
BE90097847-0301;BE90097847;#N/A;5.00589;50.49287;Pluimvee;CHCK;Yes;MEATP;200;1/04/2019
BE90004520-0301;BE90004520;#N/A;4.735446883;50.4932133;Pluimvee;CHCK;NA;MEATP;39600;1/04/2019
BE50140111-0301;BE50140111;#N/A;3.70878;50.49846;Pluimvee;NOTRE;NA;NA;199;1/04/2019
BE50049556-0301;BE50049556;#N/A;4.31147;50.50216;Pluimvee;CHCK;NA;MEATP;19500;1/04/2019
BE50068348-0301;BE50068348;#N/A;4.27677;50.50258;Pluimvee;CHCK;NA;MEATP;42000;1/04/2019
BE60045419-0401;BE60045419;#N/A;5.73156;50.50287;Loopvogel;OSTR.EMU.NANDU;NA;NOCSP;60;1/04/2019
BE60001391-0301;BE60001391;#N/A;5.31701;50.50697;Pluimvee;CHCK;Yes;NOCSP;0;1/04/2019
BE50137137-0301;BE50137137;#N/A;3.44797;50.5072;Pluimvee;QL.DUCK.TRK.PHST.PGN.GFWL.CHCK;NA;NPRWA;NA;1/04/2019
BE50137137-0401;BE50137137;#N/A;3.44797;50.5072;Loopvogel;EMU;NA;NA;NA;1/04/2019
BE60057549-0301;BE60057549;#N/A;5.40782;50.50809;Pluimvee;CHCK;NA;MEATP;25000;1/04/2019
BE60057549-0302;BE60057549;#N/A;5.40782;50.50809;Pluimvee;CHCK;NA;MEATP;35000;1/04/2019
BE60057549-0303;BE60057549;#N/A;5.40782;50.50809;Pluimvee;CHCK;NA;MEATP;52000;1/04/2019
BE60048000-0301;BE60048000;#N/A;5.73364;50.50946;Pluimvee;CHCK;Yes;CELAY;220;1/04/2019
BE90098533-0351;BE90098533;#N/A;5.075996118;50.51151914;Pluimvee;CHCK;NA;DOME;691200;1/04/2019
BE90082149-0301;BE90082149;#N/A;4.84742;50.51228;Pluimvee;CHCK;Yes;MEATP;1800;1/04/2019
BE60017946-0301;BE60017946;#N/A;5.60394;50.51274;Pluimvee;CHCK;Yes;CELAY;39480;1/04/2019
BE60068796-0301;BE60068796;#N/A;5.81695;50.51327;Pluimvee;DUCK;NA;MEATP;450;1/04/2019
BE50133255-0301;BE50133255;#N/A;3.66849;50.51698;Pluimvee;CHCK;NA;MEATP;1600;1/04/2019
BE50135924-0301;BE50135924;#N/A;3.8913;50.51729;Pluimvee;CHCK;NA;MEATP;500;1/04/2019
BE50035997-0301;BE50035997;#N/A;4.17433;50.51952;Pluimvee;CHCK;NA;BRM;12100;1/04/2019
BE60005298-0301;BE60005298;#N/A;5.41809;50.52079;Pluimvee;CHCK;NA;MEATP;28000;1/04/2019
BE90004288-0301;BE90004288;#N/A;4.98186;50.52113;Pluimvee;CHCK;Yes;MEATP;9600;1/04/2019
BE50051364-0301;BE50051364;#N/A;4.53086;50.5214;Pluimvee;CHCK;NA;MEATP;4800;1/04/2019
BE60063441-0301;BE60063441;#N/A;5.47982;50.52252;Pluimvee;CHCK;Yes;CELAY;199;1/04/2019
BE60026228-0301;BE60026228;#N/A;5.670055349;50.52288012;Pluimvee;CHCK;Yes;CELAY;199;1/04/2019
BE90024300-0301;BE90024300;#N/A;4.68025;50.52343;Pluimvee;CHCK;NA;MEATP;21000;1/04/2019
BE50086966-0301;BE50086966;#N/A;4.11116;50.5235;Pluimvee;DUCK;Yes;MEATP;20000;1/04/2019
BE50086966-0302;BE50086966;#N/A;4.11116;50.5235;Pluimvee;PHST;NA;MEATP;10000;1/04/2019
BE50029091-0301;BE50029091;#N/A;3.69071;50.52397;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE60017652-0301;BE60017652;#N/A;5.59089;50.52457;Pluimvee;CHCK;Yes;CELAY;180;1/04/2019
BE50005478-0301;BE50005478;#N/A;3.54228;50.5283;Pluimvee;CHCK;Yes;CELAY;14000;1/04/2019
BE50113874-0301;BE50113874;#N/A;4.3958;50.52895;Pluimvee;CHCK;NA;NPRWA;1800;1/04/2019
BE60056399-0301;BE60056399;#N/A;5.37315;50.53207;Pluimvee;CHCK;NA;MEATP;50000;1/04/2019
BE50139581-0301;BE50139581;#N/A;3.31019;50.53243;Pluimvee;CHCK;Yes;MEATP.CELAY;1000;1/04/2019
BE50051747-0301;BE50051747;#N/A;4.36211;50.53249;Pluimvee;CHCK;NA;MEATP;18459;1/04/2019
BE50051747-0302;BE50051747;#N/A;4.36211;50.53249;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE65047657-0301;BE65047657;#N/A;5.80979;50.5343;Pluimvee;NOTRE;NA;NOCSP;999;1/04/2019
BE90000241-0301;BE90000241;#N/A;4.68315;50.53798;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE65014937-0301;BE65014937;#N/A;5.78508;50.53875;Pluimvee;QL.DUCK.TRK.PHST.GSE.PGN.GFWL.CHCK;NA;NOCSP;NA;1/04/2019
BE50134596-0301;BE50134596;#N/A;4.421974416;50.53954662;Pluimvee;CHCK;Yes;MEATP;4800;1/04/2019
BE50134596-0302;BE50134596;#N/A;4.421974416;50.53954662;Pluimvee;CHCK;Yes;MEATP;4800;1/04/2019
BE60060078-0301;BE60060078;#N/A;5.08998;50.53971;Pluimvee;CHCK;NA;BRM;14900;1/04/2019
BE60060078-0302;BE60060078;#N/A;5.08998;50.53971;Pluimvee;CHCK;NA;BRM;14900;1/04/2019
BE50116725-0301;BE50116725;#N/A;3.58935;50.54235;Pluimvee;CHCK;Yes;MEATP;5000;1/04/2019
BE60080990-0301;BE60080990;#N/A;5.78071;50.54367;Pluimvee;QL.DUCK.TRK.GSE.GFWL.CHCK;Yes;NOCSP;NA;1/04/2019
BE50133263-0301;BE50133263;#N/A;3.59541;50.5456;Pluimvee;CHCK;NA;MEATP;600;1/04/2019
BE60014548-0301;BE60014548;#N/A;5.4218;50.54619;Pluimvee;CHCK;No;CELAY;60000;1/04/2019
BE50032149-0301;BE50032149;#N/A;3.84522;50.54731;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE90025137-0301;BE90025137;#N/A;4.794141799;50.54745612;Pluimvee;CHCK;Yes;MEATP;30;1/04/2019
BE60005891-0301;BE60005891;#N/A;5.13117;50.54893;Pluimvee;CHCK;NA;MEATP;4800;1/04/2019
BE90025218-0301;BE90025218;#N/A;4.7906;50.54969;Pluimvee;CHCK;NA;MEATP;1300;1/04/2019
BE60059381-0301;BE60059381;#N/A;5.09444;50.54994;Pluimvee;DUCK;Yes;MEATP;25;1/04/2019
BE60059381-0302;BE60059381;#N/A;5.09444;50.54994;Pluimvee;PHST;Yes;MEATP;50;1/04/2019
BE60059381-0303;BE60059381;#N/A;5.09444;50.54994;Pluimvee;GSE;Yes;MEATP;10;1/04/2019
BE60059381-0304;BE60059381;#N/A;5.09444;50.54994;Pluimvee;CHCK;Yes;CELAY;50;1/04/2019
BE50028079-0301;BE50028079;#N/A;3.76907;50.55025;Pluimvee;QL;Yes;MEATP;150;1/04/2019
BE50028079-0302;BE50028079;#N/A;3.76907;50.55025;Pluimvee;GFWL;Yes;MEATP;190;1/04/2019
BE50028079-0303;BE50028079;#N/A;3.76907;50.55025;Pluimvee;CHCK;Yes;MEATP.CELAY;390;1/04/2019
BE50005508-0301;BE50005508;#N/A;3.53543;50.55041;Pluimvee;CHCK;NA;MEATP;110;1/04/2019
BE50068666-0301;BE50068666;#N/A;4.27227;50.55199;Pluimvee;CHCK;NA;MEATP;36000;1/04/2019
BE50120404-0301;BE50120404;#N/A;4.41681;50.55239;Pluimvee;CHCK;Yes;CELAY;200;1/04/2019
BE50071241-0301;BE50071241;#N/A;4.01202;50.55716;Pluimvee;CHCK;Yes;MEATP;100;1/04/2019
BE50071241-0302;BE50071241;#N/A;4.01202;50.55716;Pluimvee;GFWL;NA;MEATP;50;1/04/2019
BE50071241-0303;BE50071241;#N/A;4.01202;50.55716;Pluimvee;TRK;NA;MEATP;20;1/04/2019
BE60047349-0301;BE60047349;#N/A;5.06129;50.56056;Pluimvee;CHCK;No;CELAY;36000;1/04/2019
BE90037968-0301;BE90037968;#N/A;4.70316;50.5621;Pluimvee;CHCK;NA;MEATP;2000;1/04/2019
BE90037968-0302;BE90037968;#N/A;4.70316;50.5621;Pluimvee;CHCK;No;CELAY;200;1/04/2019
BE25002804-0301;BE25002804;#N/A;4.37016;50.56281;Pluimvee;CHCK;NA;MEATP;11000;1/04/2019
BE25002561-0301;BE25002561;#N/A;4.37049;50.56309;Pluimvee;CHCK;No;CELAY;26470;1/04/2019
BE50088810-0301;BE50088810;#N/A;3.8256;50.56311;Pluimvee;CHCK;NA;MEATP;19500;1/04/2019
BE50087741-0301;BE50087741;#N/A;4.19631;50.5635;Pluimvee;CHCK;NA;MEATP;20000;1/04/2019
BE90000371-0301;BE90000371;#N/A;4.72442;50.56532;Pluimvee;CHCK;Yes;CELAY;120;1/04/2019
BE90056555-0301;BE90056555;#N/A;4.82603;50.56565;Pluimvee;CHCK;NA;MEATP;147600;1/04/2019
BE25023666-0301;BE25023666;#N/A;4.35821;50.56594;Pluimvee;CHCK;Yes;CELAY;200;1/04/2019
BE60080559-0301;BE60080559;#N/A;5.17186;50.56796;Pluimvee;CHCK;Yes;MEATP;3500;1/04/2019
BE25028277-0301;BE25028277;#N/A;4.67044;50.56875;Pluimvee;CHCK;NA;BRM;24000;1/04/2019
BE25019383-0303;BE25019383;#N/A;4.62381;50.57013;Pluimvee;CHCK;NA;MEATP;33000;1/04/2019
BE50131244-0301;BE50131244;#N/A;3.56125;50.57121;Pluimvee;CHCK;NA;MEATP;150;1/04/2019
BE50023001-0301;BE50023001;#N/A;3.55926;50.57191;Pluimvee;CHCK;Yes;MEATP;100;1/04/2019
BE60025711-0301;BE60025711;#N/A;5.67486;50.5721;Pluimvee;CHCK;NA;MEATP;4800;1/04/2019
BE60025711-0302;BE60025711;#N/A;5.67486;50.5721;Pluimvee;CHCK;No;CELAY;60;1/04/2019
BE50072159-0301;BE50072159;#N/A;3.64727;50.57542;Pluimvee;CHCK;Yes;CELAY;50;1/04/2019
BE50072159-0302;BE50072159;#N/A;3.64727;50.57542;Pluimvee;TRK;NA;MEATP;2;1/04/2019
BE50072159-0303;BE50072159;#N/A;3.64727;50.57542;Pluimvee;GFWL;NA;MEATP;2;1/04/2019
BE25029389-0301;BE25029389;#N/A;4.6397;50.57773;Pluimvee;QL;Yes;MEATP.CELAY;500;1/04/2019
BE25029389-0302;BE25029389;#N/A;4.6397;50.57773;Pluimvee;DUCK;Yes;MEATP.CELAY;200;1/04/2019
BE25029389-0303;BE25029389;#N/A;4.6397;50.57773;Pluimvee;TRK;Yes;MEATP.CELAY;100;1/04/2019
BE25029389-0304;BE25029389;#N/A;4.6397;50.57773;Pluimvee;GSE;Yes;MEATP.CELAY;100;1/04/2019
BE25029389-0305;BE25029389;#N/A;4.6397;50.57773;Pluimvee;PGN;NA;MEATP.CELAY;200;1/04/2019
BE25029389-0306;BE25029389;#N/A;4.6397;50.57773;Pluimvee;GFWL;Yes;MEATP.CELAY;100;1/04/2019
BE25029389-0307;BE25029389;#N/A;4.6397;50.57773;Pluimvee;CHCK;Yes;MEATP.CELAY;600;1/04/2019
BE60015943-0301;BE60015943;#N/A;5.58646;50.57814;Pluimvee;CHCK;NA;MEATP;0;1/04/2019
BE90000381-0301;BE90000381;#N/A;4.7446;50.57816;Pluimvee;QL.DUCK.TRK.PHST.GSE.PRTG.PGN.GFWL.CHCK;No;NOCSP;0;1/04/2019
BE90054986-0301;BE90054986;#N/A;4.86111953;50.57830401;Pluimvee;CHCK;NA;MEATP;4800;1/04/2019
BE90002668-0301;BE90002668;#N/A;5.00136;50.57868;Pluimvee;CHCK;Yes;MEATP;4800;1/04/2019
BE90002668-0302;BE90002668;#N/A;5.00136;50.57868;Pluimvee;CHCK;Yes;MEATP;4800;1/04/2019
BE90024947-0301;BE90024947;#N/A;4.82733;50.57928;Pluimvee;CHCK;NA;MEATP;400;1/04/2019
BE90024947-0302;BE90024947;#N/A;4.82733;50.57928;Pluimvee;GFWL;NA;MEATP;4999;1/04/2019
BE50037140-0301;BE50037140;#N/A;4.13123;50.57984;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE90090761-0301;BE90090761;#N/A;4.924242077;50.58189991;Pluimvee;CHCK;No;CELAY;19000;1/04/2019
BE90090761-0302;BE90090761;#N/A;4.924242077;50.58189991;Pluimvee;CHCK;No;CELAY;19000;1/04/2019
BE90098185-0301;BE90098185;#N/A;4.711902208;50.58198637;Pluimvee;NOTRE;NA;NA;400;1/04/2019
BE90039286-0301;BE90039286;#N/A;4.828535443;50.58409915;Pluimvee;CHCK;No;CELAY;1020;1/04/2019
BE60047357-0301;BE60047357;#N/A;5.14988;50.58506;Pluimvee;CHCK;No;CELAY;19990;1/04/2019
BE25000151-0301;BE25000151;#N/A;4.59773;50.58589;Pluimvee;CHCK;NA;MEATP;1000;1/04/2019
BE50139873-0301;BE50139873;#N/A;3.56032;50.58727;Pluimvee;CHCK;Yes;MEATP;100;1/04/2019
BE90080741-0301;BE90080741;#N/A;4.787443482;50.58753228;Pluimvee;CHCK;NA;MEATP;13500;1/04/2019
BE50023115-0301;BE50023115;#N/A;3.56675;50.58919;Pluimvee;CHCK;NA;MEATP;400;1/04/2019
BE90094015-0301;BE90094015;#N/A;4.77889;50.59345;Pluimvee;CHCK;Yes;CELAY;1050;1/04/2019
BE50022046-0301;BE50022046;#N/A;3.6301;50.59445;Pluimvee;CHCK;No;CELAY;35900;1/04/2019
BE50000468-0301;BE50000468;#N/A;3.40596;50.59455;Pluimvee;CHCK;Yes;MEATP;160;1/04/2019
BE90084486-0301;BE90084486;#N/A;4.71235;50.59708;Pluimvee;CHCK;NA;MEATP;67000;1/04/2019
BE25018573-0301;BE25018573;#N/A;4.57225;50.59752;Pluimvee;DUCK;NA;MEATP;600;1/04/2019
BE25018573-0302;BE25018573;#N/A;4.57225;50.59752;Pluimvee;PHST;NA;MEATP;8000;1/04/2019
BE65059371-0301;BE65059371;#N/A;5.88996;50.59764;Pluimvee;DUCK;NA;MEATP;5;1/04/2019
BE65059371-0302;BE65059371;#N/A;5.88996;50.59764;Pluimvee;TRK;NA;MEATP;15;1/04/2019
BE65059371-0303;BE65059371;#N/A;5.88996;50.59764;Pluimvee;GFWL;NA;MEATP;15;1/04/2019
BE65059371-0304;BE65059371;#N/A;5.88996;50.59764;Pluimvee;CHCK;NA;MEATP;164;1/04/2019
BE50023603-0301;BE50023603;#N/A;3.56385;50.59775;Pluimvee;CHCK;Yes;CELAY;54030;1/04/2019
BE50027293-0301;BE50027293;#N/A;3.80264;50.59853;Pluimvee;CHCK;Yes;MEATP;NA;1/04/2019
BE25017763-0301;BE25017763;#N/A;4.45487;50.59954;Pluimvee;CHCK;Yes;MEATP.CELAY;400;1/04/2019
BE50138281-0301;BE50138281;#N/A;3.5601;50.59973;Pluimvee;CHCK;Yes;CELAY;27488;1/04/2019
BE50038058-0301;BE50038058;#N/A;4.24548;50.60041;Pluimvee;CHCK;Yes;CELAY;8124;1/04/2019
BE50087598-0301;BE50087598;#N/A;3.33922;50.60135;Pluimvee;CHCK;NA;MEATP;16200;1/04/2019
BE50023621-0301;BE50023621;#N/A;3.57191;50.60163;Pluimvee;TRK;NA;MEATP;42;1/04/2019
BE50023621-0302;BE50023621;#N/A;3.57191;50.60163;Pluimvee;GFWL;NA;MEATP;50;1/04/2019
BE50023621-0303;BE50023621;#N/A;3.57191;50.60163;Pluimvee;CHCK;NA;MEATP;150;1/04/2019
BE60012741-0301;BE60012741;#N/A;5.31664;50.60514;Pluimvee;CHCK;NA;MEATP;4800;1/04/2019
BE60012741-0302;BE60012741;#N/A;5.31664;50.60514;Pluimvee;CHCK;NA;MEATP;4800;1/04/2019
BE60012741-0303;BE60012741;#N/A;5.31664;50.60514;Pluimvee;CHCK;NA;MEATP;4800;1/04/2019
BE60072610-0301;BE60072610;#N/A;5.02048;50.60572;Pluimvee;CHCK;NA;MEATP;80000;1/04/2019
BE60072904-0301;BE60072904;#N/A;5.01275;50.60582;Pluimvee;CHCK;NA;BRM;5600;1/04/2019
BE50135703-0301;BE50135703;#N/A;3.41387;50.60697;Pluimvee;NOTRE;NA;NOCSP;100;1/04/2019
BE60018561-0301;BE60018561;#N/A;5.43996;50.6075;Pluimvee;CHCK;NA;MEATP;28500;1/04/2019
BE50026971-0301;BE50026971;#N/A;3.89527;50.60772;Pluimvee;DUCK;NA;MEATP;3000;1/04/2019
BE50026971-0302;BE50026971;#N/A;3.89527;50.60772;Pluimvee;PHST;NA;MEATP;14000;1/04/2019
BE50026971-0303;BE50026971;#N/A;3.89527;50.60772;Pluimvee;PRTG;NA;MEATP;3000;1/04/2019
BE50131775-0301;BE50131775;#N/A;3.87796;50.6078;Pluimvee;CHCK;Yes;CELAY;270;1/04/2019
BE50002797-0301;BE50002797;#N/A;3.53856;50.61108;Pluimvee;CHCK;NA;MEATP;70;1/04/2019
BE50136866-0301;BE50136866;#N/A;3.70089;50.61121;Pluimvee;CHCK;NA;MEATP;4800;1/04/2019
BE50022951-0301;BE50022951;#N/A;3.69309;50.61155;Pluimvee;CHCK;NA;MEATP;19800;1/04/2019
BE50140065-0301;BE50140065;#N/A;3.69309;50.61155;Pluimvee;NOTRE;NA;NA;1470;1/04/2019
BE25002431-0301;BE25002431;#N/A;4.36562;50.61231;Pluimvee;CHCK;NA;MEATP;9600;1/04/2019
BE50016720-0301;BE50016720;#N/A;3.7278;50.61233;Pluimvee;CHCK;Yes;MEATP;130;1/04/2019
BE50044600-0301;BE50044600;#N/A;4.02309;50.61269;Pluimvee;CHCK;NA;MEATP;1000;1/04/2019
BE65058217-0301;BE65058217;#N/A;5.99361;50.61852;Pluimvee;CHCK;NA;MEATP;60;1/04/2019
BE65058217-0302;BE65058217;#N/A;5.99361;50.61852;Pluimvee;CHCK;NA;MEATP;60;1/04/2019
BE65058217-0303;BE65058217;#N/A;5.99361;50.61852;Pluimvee;CHCK;Yes;CELAY;79;1/04/2019
BE50044546-0301;BE50044546;#N/A;3.93109;50.61861;Pluimvee;CHCK;NA;MEATP;150;1/04/2019
BE25029257-0301;BE25029257;#N/A;4.64491;50.61896;Pluimvee;NOTRE;NA;NOCSP;150;1/04/2019
BE25002626-0301;BE25002626;#N/A;4.34892;50.62061;Pluimvee;NOTRE;NA;NOCSP;500;1/04/2019
BE25022821-0301;BE25022821;#N/A;4.62534;50.62092;Pluimvee;CHCK;NA;MEATP;19900;1/04/2019
BE65006594-0301;BE65006594;#N/A;5.92193;50.6212;Pluimvee;CHCK;NA;MEATP;19990;1/04/2019
BE60075849-0301;BE60075849;#N/A;5.0446;50.62296;Pluimvee;NOTRE;NA;NA;2000;1/04/2019
BE50015635-0301;BE50015635;#N/A;3.82147;50.62329;Pluimvee;CHCK;NA;HERM;29000;1/04/2019
BE25029265-0301;BE25029265;#N/A;4.634739325;50.62533008;Pluimvee;CHCK;Yes;CELAY;150;1/04/2019
BE65038275-0301;BE65038275;#N/A;5.87526;50.62595;Pluimvee;CHCK;Yes;CELAY;199;1/04/2019
BE50022674-0301;BE50022674;#N/A;3.66135;50.62748;Pluimvee;CHCK;NA;MEATP;39900;1/04/2019
BE25011218-0301;BE25011218;#N/A;4.44187;50.62795;Pluimvee;CHCK;Yes;CELAY;5800;1/04/2019
BE50037892-0301;BE50037892;#N/A;4.18048;50.63039;Pluimvee;GFWL;Yes;MEATP;100;1/04/2019
BE50037892-0302;BE50037892;#N/A;4.18048;50.63039;Pluimvee;CHCK;Yes;MEATP;1000;1/04/2019
BE60011158-0301;BE60011158;#N/A;5.06108;50.63105;Pluimvee;CHCK;NA;MEATP;19800;1/04/2019
BE50113904-0301;BE50113904;#N/A;3.87992;50.63346;Pluimvee;CHCK;NA;MEATP;500;1/04/2019
BE60030411-0301;BE60030411;#N/A;5.21403;50.6336;Pluimvee;CHCK;NA;MEATP;39500;1/04/2019
BE50079501-0301;BE50079501;#N/A;3.88556;50.63656;Pluimvee;CHCK;NA;MEATP;4500;1/04/2019
BE50079501-0302;BE50079501;#N/A;3.88556;50.63656;Pluimvee;DUCK;NA;MEATP;400;1/04/2019
BE50079501-0303;BE50079501;#N/A;3.88556;50.63656;Pluimvee;TRK;NA;MEATP;650;1/04/2019
BE50079501-0304;BE50079501;#N/A;3.88556;50.63656;Pluimvee;GFWL;NA;MEATP;350;1/04/2019
BE25001093-0301;BE25001093;#N/A;4.1373;50.63712;Pluimvee;CHCK;NA;MEATP;22000;1/04/2019
BE60049252-0301;BE60049252;#N/A;5.08311;50.63746;Pluimvee;CHCK;NA;MEATP;19990;1/04/2019
BE50118371-0301;BE50118371;#N/A;3.88685;50.63798;Pluimvee;CHCK;NA;MEATP;1500;1/04/2019
BE60030349-0301;BE60030349;#N/A;5.3178;50.6388;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE50087296-0301;BE50087296;#N/A;3.92903;50.63976;Pluimvee;NOTRE;NA;NOCSP;500;1/04/2019
BE50017557-0301;BE50017557;#N/A;3.89511;50.64101;Pluimvee;CHCK;Yes;CELAY;6000;1/04/2019
BE50017425-0301;BE50017425;#N/A;3.90674;50.64313;Pluimvee;CHCK;NA;MEATP;80;1/04/2019
BE50017425-0302;BE50017425;#N/A;3.90674;50.64313;Pluimvee;TRK;NA;MEATP;20;1/04/2019
BE50017425-0303;BE50017425;#N/A;3.90674;50.64313;Pluimvee;GFWL;NA;MEATP;30;1/04/2019
BE65059280-0301;BE65059280;#N/A;5.96779;50.64459;Pluimvee;DUCK;Yes;MEATP;600;1/04/2019
BE60058642-0301;BE60058642;#N/A;5.179489084;50.64640574;Pluimvee;CHCK;NA;MEATP;22000;1/04/2019
BE60058642-0302;BE60058642;#N/A;5.179489084;50.64640574;Pluimvee;CHCK;NA;MEATP;22000;1/04/2019
BE60058642-0303;BE60058642;#N/A;5.179489084;50.64640574;Pluimvee;CHCK;NA;MEATP;22000;1/04/2019
BE60058642-0304;BE60058642;#N/A;5.179489084;50.64640574;Pluimvee;CHCK;NA;MEATP;22000;1/04/2019
BE60058642-0305;BE60058642;#N/A;5.179489084;50.64640574;Pluimvee;CHCK;NA;MEATP;44000;1/04/2019
BE60010161-0301;BE60010161;#N/A;5.35278;50.64752;Pluimvee;CHCK;No;CELAY;600;1/04/2019
BE60047292-0301;BE60047292;#N/A;5.32142;50.64798;Pluimvee;CHCK;NA;MEATP;28500;1/04/2019
BE60047292-0302;BE60047292;#N/A;5.32142;50.64798;Pluimvee;CHCK;NA;MEATP;28500;1/04/2019
BE60047292-0303;BE60047292;#N/A;5.32142;50.64798;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE60047292-0304;BE60047292;#N/A;5.32142;50.64798;Pluimvee;CHCK;NA;MEATP;28500;1/04/2019
BE50001456-0301;BE50001456;#N/A;3.2759;50.64855;Pluimvee;DUCK;Yes;MEATP;2400;1/04/2019
BE60006316-0301;BE60006316;#N/A;5.37194;50.6489;Pluimvee;PGN;Yes;NOCSP;NA;1/04/2019
BE65012111-0301;BE65012111;#N/A;5.76643;50.6491;Pluimvee;CHCK;NA;MEATP;32000;1/04/2019
BE25027521-0301;BE25027521;#N/A;4.64985;50.64967;Pluimvee;CHCK;Yes;MEATP;187;1/04/2019
BE60047306-0301;BE60047306;#N/A;5.131695;50.651;Pluimvee;CHCK;NA;MEATP;50000;1/04/2019
BE60041995-0301;BE60041995;#N/A;5.44506;50.65207;Pluimvee;NOTRE;Yes;NOCSP;400;1/04/2019
BE60006685-0301;BE60006685;#N/A;5.09243;50.65445;Pluimvee;CHCK;Yes;CELAY;60;1/04/2019
BE60048248-0301;BE60048248;#N/A;5.3187;50.65572;Pluimvee;CHCK;NA;MEATP;22000;1/04/2019
BE60048248-0302;BE60048248;#N/A;5.3187;50.65572;Pluimvee;CHCK;NA;MEATP;23000;1/04/2019
BE60007347-0301;BE60007347;#N/A;5.35619;50.65596;Pluimvee;CHCK;Yes;MEATP;120;1/04/2019
BE60007347-0302;BE60007347;#N/A;5.35619;50.65596;Pluimvee;TRK;Yes;MEATP;30;1/04/2019
BE60007347-0303;BE60007347;#N/A;5.35619;50.65596;Pluimvee;GFWL;Yes;MEATP;30;1/04/2019
BE50010242-0301;BE50010242;#N/A;3.37474;50.65835;Pluimvee;CHCK;NA;HERM;7500;1/04/2019
BE50010242-0302;BE50010242;#N/A;3.37474;50.65835;Pluimvee;CHCK;NA;HERM;7500;1/04/2019
BE65001843-0301;BE65001843;#N/A;5.91428;50.66175;Pluimvee;CHCK;NA;MEATP;13000;1/04/2019
BE65030551-0301;BE65030551;#N/A;6.09044;50.66256;Pluimvee;CHCK;Yes;CELAY;18000;1/04/2019
BE50016267-0301;BE50016267;#N/A;3.68532;50.66476;Pluimvee;CHCK;Yes;CELAY;40;1/04/2019
