proximity,families,feed,hatcheries,rendac,veterinaries
0.33429,0.00694,0.01005,0.08073,0.0873,0.05256
0.31237,0.00015,0.0141,0.06115,0.09933,0.03386
0.33428,-0.04166,-0.03635,0.0096,0.07147,0.09438
0.36943,0.09891,0.02387,0.04016,0.06024,0.03041
0.42518,-0.03474,0.01769,0.02468,0.04424,0.07561
0.47488,0.00421,-0.0371,0.00278,0.0417,0.06404
0.44104,0.06339,0.0618,0.10247,0.07111,0.04246
0.49373,0.0121,-0.00647,0.02842,0.05048,0.06085
0.33043,-0.02993,0.00049,0.06457,0.07897,0.07966
0.38161,0.02992,-0.0511,0.01169,0.08683,0.07058
0.3995,0.12421,0.02468,0.04177,0.04902,0.01364
0.42499,-0.0213,-0.00943,0.05517,0.13125,0.07046
0.44844,0.04828,0.00447,0.04483,0.06812,0.02196
0.48155,-0.0251,-0.02835,0.04294,0.00672,0.05485
0.40432,0.08343,0.02917,0.05425,0.03681,0.05323
0.1637,-0.02275,-0.01314,-0.01457,-0.01126,0.04231
0.41307,0.08754,0.00874,0.04929,0.06537,0.10689
0.34474,-0.02823,-0.00293,0.03182,0.10139,0.08969
0.43189,0.04526,-0.02147,0.00807,0.05764,0.04658
0.30611,-0.01255,0.0044,0.04701,0.08876,0.08764
0.28982,0.0772,-0.00026,0.06154,0.04518,0.01331
0.37416,0.02927,0.02023,0.01641,0.08933,0.05632
0.38986,0.05627,-0.03067,0.02762,0.10239,0.07198
0.44223,0.02505,0.00155,0.0291,0.07171,0.08756
0.4078,-0.01191,0.00815,0.04812,0.05757,0.11326
0.38177,-0.00883,-0.00237,0.09242,0.02506,0.08109
0.47314,0.09532,0.04424,0.0496,0.04617,0.01482
0.44358,0.07886,0.04864,0.03487,0.06386,0.03366
0.44551,0.05874,-0.02584,0.02895,0.09916,0.07685
0.40805,-0.01877,-0.0165,0.01768,0.04308,0.07968
0.39755,-0.03151,-0.0126,0.02078,0.10282,0.10621
0.43841,0.05133,-0.00555,0.04213,0.05959,0.04828
0.40063,0.01628,0.01324,0.03557,0.08031,0.10377
0.27426,-0.02229,-0.00255,-0.00246,0.01353,0.05666
0.40764,0.03402,-0.01298,0.07545,0.0728,0.03327
0.27275,-0.02387,-0.031,0.011,0.03498,0.07442
0.34706,0.0698,-0.00298,0.02354,0.04685,0.06425
0.45124,0.00424,0.00711,0.08611,0.05772,0.04589
0.34712,-0.0079,-0.01933,0.04839,0.05835,0.1169
0.46367,0.08894,0.04092,0.03543,0.03868,0.01548
0.39719,-0.0373,-0.0136,0.02166,0.03483,0.10285
0.51883,0.02596,-0.019,0.04313,0.06044,0.03945
0.45589,-0.00031,0.04281,0.07197,0.11066,0.06361
0.33776,0.02112,-0.00573,0.02079,0.07459,0.0743
0.42901,0.01699,-0.0184,0.03272,0.09403,0.04425
0.40349,-0.04381,-0.03025,0.02796,0.07537,0.08849
0.40485,0.01565,-0.00138,0.05883,0.08927,0.07419
0.38443,-0.02449,-0.00863,0.00663,0.07972,0.08561
0.31118,-0.05243,-0.02419,0.07388,0.12869,0.09937
0.43255,0.04334,-0.00464,0.03532,0.07508,0.09147
0.38582,0.03364,-0.01425,0.0239,0.09327,0.11523
0.45217,0.04583,-0.0023,0.02621,0.05846,0.01815
0.48455,-0.00962,0.00301,0.04972,0.06156,0.07692
0.38632,-0.04302,-0.04944,0.0426,0.06259,0.07843
0.33185,0.09667,-0.0048,0.06278,0.0669,0.04445
0.4047,-0.10795,-0.01219,0.08109,0.09385,0.17788
0.47527,-0.00186,0.02142,0.00565,0.10524,0.10548
0.38827,-0.01751,-0.00575,0.05549,0.11273,0.09078
0.3852,0.04164,0.0164,0.12385,0.06872,0.05598
0.39931,0.02352,0.02724,0.04356,0.11395,0.0694
0.39417,0.02334,-0.00725,0.02509,0.04084,0.06035
0.41169,0.04107,-0.0185,0.043,0.04114,0.05239
0.39045,0.00123,-0.0076,0.08533,0.0652,0.08627
0.45821,-0.0152,-0.04577,0.01718,0.0642,0.09505
0.45162,0.0351,-0.00107,0.0366,0.05481,0.04681
0.4761,0.1131,0.02889,0.04406,0.01381,-0.0086
0.3541,0.00543,0.02183,0.04137,0.09249,0.09832
0.40066,-0.04831,0.02493,0.05005,0.11885,0.11974
0.31101,-0.04044,-0.02447,0.07498,0.07471,0.07565
0.20857,-0.03503,-0.0175,-0.00588,0.00341,0.0609
0.31967,-0.01097,-0.04197,0.07783,0.10414,0.09554
0.39762,0.05896,0.02622,0.03274,0.07367,0.05932
0.4286,0.01794,-0.01083,0.04529,0.05888,0.06907
0.44051,0.00519,-0.02771,0.01837,0.08773,0.06476
0.45255,0.00178,-0.01524,0.0246,0.09336,0.11878
0.42346,0.00821,-0.01465,0.02754,0.09686,0.11298
0.34686,0.04041,-0.05162,0.05706,0.12832,0.04847
0.30911,0.01028,0.01881,0.02471,0.06351,0.06797
0.40952,0.01249,-0.01011,0.01716,0.05351,0.0632
0.16813,-0.02592,-0.01567,-0.01355,-0.00819,0.04862
0.43657,-0.10219,0.00705,0.02129,0.09992,0.12064
0.42079,0.03927,-0.03161,0.02053,0.05294,0.02935
0.38407,-0.0542,-0.02925,0.03266,0.08662,0.08654
0.3615,0.02063,0.00924,0.04312,0.08564,0.08045
0.32656,-0.01976,-0.03934,0.01241,0.04588,0.08843
0.19808,-0.04517,-0.01952,0.02587,0.0556,0.06598
0.29376,0.0029,-0.0341,0.07936,0.07732,0.0608
0.31815,0.05838,-0.03844,0.01922,0.05883,0.10745
0.38027,-0.0222,-0.03814,0.08349,0.07295,0.07952
0.3627,-0.02371,-0.04484,0.0256,0.06334,0.06375
0.43132,0.02168,-0.00779,0.04415,0.04741,0.05409
0.44844,0.01409,-0.02049,0.0036,0.03625,0.05699
0.37138,-0.01308,-0.00841,0.03969,0.09409,0.05289
0.40934,0.0763,0.0146,0.02203,0.04807,0.01601
0.34417,0.01707,-0.01954,0.01054,0.02871,0.04989
0.36426,0.04542,-0.01038,0.03712,0.0617,0.04556
0.37767,-0.04789,-0.04774,0.00205,0.10224,0.09465
0.41191,-0.01302,0.0143,0.03312,0.05531,0.11089
0.3189,0.01008,-0.02761,-0.01787,0.10127,0.12537
0.38911,0.04109,0.01354,0.01335,0.11844,0.05708
0.44476,0.02861,-0.01459,0.03436,0.06095,0.07515
0.3018,-0.03762,-0.00979,0.01769,0.06833,0.09652
0.28938,-0.00807,-0.03927,0.00508,0.08933,0.06743
0.32973,-0.00931,-0.03121,0.05364,0.07988,0.13628
0.3797,-0.02374,-0.04506,0.02329,0.09226,0.09317
0.35873,0.0536,0.02875,0.04324,0.10038,0.04178
0.41896,-0.07569,-0.02372,0.03448,0.08886,0.12588
0.37647,0.10126,0.00494,0.02383,0.04274,0.00384
0.38691,0.06912,-0.0121,0.06109,0.06863,0.04285
0.37941,0.03896,-0.01325,0.03848,0.10354,0.06007
0.32248,-0.04193,-0.02777,0.00703,0.02175,0.08012
0.34963,-0.0055,-0.00253,0.02183,0.10353,0.10187
0.34787,-0.04359,-0.02269,0.00657,0.04009,0.08255
0.34596,-0.04669,-0.03983,0.0064,0.1128,0.12133
0.4099,0.00565,0.03674,0.02559,0.10023,0.07518
0.43226,-0.03767,-0.01334,0.02095,0.0305,0.08195
0.33226,-0.04769,-0.01968,0.08281,0.08881,0.08445
0.42415,-0.06765,-0.00594,0.0497,0.11052,0.08984
0.35723,-0.01043,-0.03591,0.01348,0.08254,0.1072
0.43008,0.03184,-0.00548,-0.00513,0.06659,0.07811
0.3135,-0.07716,-0.00279,0.01464,0.09486,0.12471
0.40866,0.06338,0.01622,0.02635,0.04524,0.08109
0.41996,0.00465,0.00048,0.06979,0.09394,0.04714
0.42484,-0.03965,-0.00444,0.03599,0.02443,0.09696
0.28929,-0.04379,-0.01308,-0.01028,0.04209,0.08396
0.47993,-0.02153,0.05058,0.03623,0.1389,0.11454
0.49371,-0.05679,0.00075,0.03094,0.06262,0.08107
0.31103,-0.01932,-0.0466,0.053,0.08807,0.1239
0.38048,0.06283,0.00903,0.02033,0.07998,0.05379
0.35661,0.02265,-0.01979,0.01366,0.093,0.06663
0.36243,0.03039,0.00882,0.04626,0.06764,0.0814
0.42022,0.02509,-0.02027,0.04225,0.03771,0.0485
0.36303,-0.02228,-0.01825,0.03807,0.08231,0.10191
0.31736,0.00729,-0.00592,0.06154,0.07811,0.05777
0.33085,0.10458,0.00631,0.04596,0.03223,0.00907
0.43574,-0.05284,-0.01639,0.05011,0.07732,0.10705
0.37037,1e-04,-0.01479,0.01538,0.04887,0.10795
0.42163,-0.02711,-0.00027,-0.01938,0.11497,0.1267
0.36598,-0.03085,-0.0203,0.02487,0.07417,0.11253
0.34775,0.03716,-0.01201,0.0339,0.02876,0.07054
0.35133,0.01288,-0.0139,0.00129,0.09,0.08163
0.38614,0.01492,-0.00387,0.03449,0.02052,0.05196
0.49053,0.00695,-0.00175,0.0555,0.08703,0.05483
0.38687,-0.00557,-0.00223,0.08635,0.05405,0.04351
0.49143,-0.04751,-0.00711,0.00995,0.03109,0.1002
0.38438,-0.02419,-0.05271,-0.01399,0.05448,0.12259
0.32785,-0.00151,0.01182,0.02941,0.08682,0.07444
0.37321,0.02194,0.00426,0.03861,0.06447,0.09791
0.36691,0.03216,-0.01019,0.02276,0.06399,0.04033
0.35299,-0.01509,-0.05731,0.02524,0.07942,0.0818
0.40696,-0.0712,-0.03261,0.03899,0.12561,0.10394
0.34545,0.06657,0.01869,0.04727,0.05557,0.01455
0.37836,0.00214,-0.0117,0.06058,0.06141,0.08935
0.42987,0.048,0.01456,0.02281,0.09291,0.05605
0.20719,-0.02315,-0.01383,-0.01311,-0.00746,0.05051
0.32814,-0.0213,-0.02367,0.01236,0.09614,0.10575
0.37769,-0.03697,-0.02891,0.05388,0.09721,0.10304
0.375,0.0843,1e-05,0.02068,0.0606,0.00315
0.40513,-0.02963,-0.06245,0.05918,0.09298,0.10469
0.34345,-0.05833,-0.03309,0.0205,0.08503,0.08401
0.43871,-0.03732,0.00045,0.03789,0.11298,0.09283
0.377,-0.0369,-0.02014,0.01298,0.09291,0.10322
0.35353,-0.03141,-0.00118,0.0112,0.07025,0.0923
0.39754,-0.05909,-0.00296,0.02997,0.07101,0.10751
0.36018,-0.01736,-0.00315,0.03213,0.05635,0.07335
0.46016,-0.0133,-0.00992,0.0612,0.07743,0.06859
0.37392,0.01765,-0.01402,0.0387,0.07164,0.04095
0.39944,-0.05821,-0.02157,0.00771,0.04877,0.06334
0.50089,0.00086,0.00257,0.04452,0.08608,0.07142
0.44248,-0.06829,-0.00913,0.04236,0.01287,0.08034
0.34501,-0.0058,-0.03939,0.00543,0.05931,0.08892
0.22633,-0.03071,-0.03421,0.00673,0.00152,0.10619
0.36577,0.03006,0.00198,0.04087,0.0087,0.05775
0.37402,-0.04235,-0.04204,0.01701,0.08736,0.12281
0.36862,0.00428,-0.02418,0.03905,0.0731,0.08645
0.2617,-0.01719,-0.04177,0.05117,0.07659,0.07876
0.40389,-0.03524,-0.01816,0.04154,0.08894,0.09779
0.36559,-0.07235,-0.034,0.03219,0.07751,0.11083
0.36733,-0.07573,-0.03783,0.03601,0.08859,0.10447
0.39839,0.05509,-0.01103,0.00538,0.06952,0.09466
0.47071,0.05259,0.01213,0.01673,0.06641,0.04597
0.30801,-0.03526,-0.01475,0.00367,0.07318,0.0931
0.36216,0.05177,-0.0155,0.02787,0.12191,0.1075
0.33854,-0.05022,-0.05857,0.03465,0.0444,0.05773
0.30296,-0.05078,-0.05818,-0.00331,0.11446,0.10982
0.30639,-0.02941,-0.00463,0.00035,0.07707,0.10252
0.38174,-0.07313,-0.02541,0.04921,0.10181,0.0918
0.20159,-0.02844,-0.01761,-0.01475,0.00041,0.05618
0.37315,-0.01321,0.02187,0.0091,0.03932,0.06281
0.16701,-0.02826,-0.01361,-0.01297,-0.00733,0.04608
0.34407,-0.07467,-0.02078,0.06178,0.11194,0.08722
0.31828,0.00133,-0.03419,0.02366,0.05161,0.06862
0.35534,-0.01981,0.00359,0.04092,0.0979,0.10395
0.38554,-0.05789,-0.02349,-0.00552,0.04513,0.08324
0.33054,0.13115,0.03647,0.04385,0.04995,-0.0234
0.38222,-0.07769,-0.06045,0.03502,0.07995,0.10056
0.31263,-0.01687,0.0146,0.00274,0.02731,0.05572
0.3949,0.02814,0.01067,0.02526,0.07078,0.08232
0.45041,-0.0389,-0.00267,0.00962,0.07696,0.08284
0.40046,0.01028,-0.00403,0.05497,0.09478,0.08251
0.26835,-0.0614,-0.05066,0.03381,0.05857,0.10244
0.43889,-0.00329,-0.01251,0.03386,0.04451,0.05961
0.27483,-0.06537,-0.01555,0.04666,0.10131,0.12037
0.34762,-0.05154,-0.01193,0.06867,0.08138,0.11896
0.29792,0.00309,-0.04361,0.04029,0.07665,0.09126
0.39002,-0.03151,0.00088,0.03807,0.11048,0.09802
0.40065,0.03149,0.01847,0.03342,0.05797,0.04119
0.41034,0.02675,-0.01799,0.04573,0.08615,0.08249
0.32109,-0.04596,0.00657,0.06805,0.12779,0.0638
0.43518,-0.06473,-0.00922,0.02248,0.07807,0.1362
0.34073,-0.05912,-0.00097,0.04739,0.06793,0.06586
0.42394,-0.05609,-0.01624,0.01463,0.08719,0.1055
0.25997,-0.03926,-0.04663,0.05382,0.06873,0.04626
0.46932,0.01991,-0.0055,0.05231,0.04189,0.05697
0.34212,-0.06264,-0.00634,0.03541,0.11202,0.11965
0.29022,-1e-04,0.00653,0.01528,0.07344,0.06936
0.34111,-0.0298,-0.04913,0.03151,0.06707,0.1349
0.30008,-0.05064,-0.05103,0.00463,0.07175,0.10025
0.38437,-0.02856,-0.03845,0.03082,0.13086,0.09728
0.43466,0.00716,-0.0199,0.02435,0.01344,0.06478
0.35173,0.09755,-0.0172,0.03036,0.05758,0.03257
0.4185,0.04783,0.01092,0.01205,0.06897,0.02722
0.44331,-0.02451,-0.03727,0.02162,0.03839,0.08795
0.32913,-0.02948,-0.02339,0.02571,0.03568,0.11998
0.3672,-0.00738,-0.00138,0.05069,0.08358,0.10989
0.34643,-0.03315,-0.0371,0.005,0.0818,0.1213
0.3438,-0.04357,-0.02705,0.02014,0.04777,0.07163
0.37407,-0.0021,-0.02545,0.02489,0.10044,0.08759
0.41518,-0.0304,-0.00774,0.03025,0.07354,0.10822
0.43601,-0.03926,-0.02753,0.03288,0.08178,0.07248
0.38561,-0.01538,-0.04082,0.03127,0.05414,0.07331
0.37512,-0.00758,-0.0276,0.05334,0.06241,0.07729
0.27026,0.0045,-0.03973,0.03355,0.11667,0.09298
0.37047,0.07035,-0.01234,0.05508,0.04787,0.02193
0.41352,0.06652,0.00112,0.04797,0.08457,0.02713
0.42247,0.024,-0.02578,0.03305,0.08598,0.04657
0.44429,-0.01761,0.02518,0.07272,0.13623,0.10365
0.46323,0.05967,-0.01579,0.02426,0.05451,0.04853
0.40211,-0.01176,-0.02725,0.04503,0.07253,0.07014
0.40425,-0.05926,-0.03014,0.04164,0.11053,0.09659
0.29804,-0.01905,-0.02516,0.03196,0.14305,0.1167
0.42738,0.0393,-0.01832,0.03632,0.05714,0.02855
0.49993,-0.01383,0.00972,0.06803,0.05569,0.06575
0.42566,-0.05512,-0.02884,0.03316,0.11378,0.09673
0.40262,0.02852,-0.02115,0.00843,0.06452,0.0432
0.47285,0.03556,-0.00276,0.03958,0.11296,0.04035
0.47619,0.00792,-0.01031,0.03275,0.0661,0.07491
0.37633,0.0874,0.02073,0.06144,0.05088,0.03043
0.37988,0.00661,-0.04342,0.04668,0.10956,0.09157
0.28489,-0.00163,-0.04508,0.03947,0.13846,0.09359
0.34793,-0.00246,-0.02531,0.06215,0.0718,0.0715
0.45301,-0.02641,-0.01655,0.02252,0.09653,0.08773
0.32781,-0.01347,-0.02613,0.00179,0.03477,0.13404
0.37949,0.09571,0.01373,0.02964,0.04309,0.03527
0.42939,-0.03842,-0.01121,0.04525,0.10682,0.09225
0.4639,0.01979,-0.00602,0.01676,0.05506,0.08361
0.36499,0.00405,-0.03459,0.05274,0.1553,0.08928
0.32707,-0.07182,0.01229,0.06406,0.14212,0.11193
0.43171,-0.01519,-0.02228,0.0193,0.05792,0.05839
0.39603,0.06429,-0.04712,0.04175,0.04398,0.06564
0.30627,-0.00112,-0.03988,-0.02076,0.08941,0.11391
0.42765,0.04057,-0.00641,0.01233,0.07043,0.10124
0.45368,0.05033,0.00178,0.01799,0.06527,0.08445
0.43912,0.04476,0.07771,0.05926,0.09286,0.08268
0.40997,0.03533,0.00716,0.0365,0.10856,0.09104
0.29711,-0.04118,-0.03037,0.02037,0.05788,0.103
0.3875,0.11008,0.00883,0.04339,0.08366,0.02363
0.38326,0.00845,-0.0093,0.05395,0.06326,0.1277
0.43994,0.00396,-0.00765,0.06039,0.10397,0.10185
0.42284,-0.02845,0.01935,0.02523,0.08315,0.11975
0.36846,0.11917,0.02793,0.03147,0.02795,0.01008
0.49299,0.06113,0.01813,0.03726,0.05674,0.05911
0.30331,-0.02294,-0.00799,0.00791,0.01854,0.07312
0.1775,-0.02662,-0.01378,-0.01234,-0.00937,0.04649
0.40666,0.01553,-0.03003,0.08414,0.02084,0.06083
0.44947,0.09976,-0.00704,0.02495,0.04608,0.02272
0.4529,0.00821,-0.01542,0.03274,0.0654,0.05804
0.45027,0.04119,0.01411,0.01824,0.06388,0.07242
0.35109,0.10457,0.02934,0.04783,0.03704,0.0099
0.37602,0.00441,0.01137,0.02114,0.08408,0.07487
0.4942,0.04991,-0.04549,0.01247,0.04907,0.03364
0.45659,0.07195,0.00137,0.03793,0.02575,0.06068
0.42248,0.00268,-0.00226,0.05052,0.12526,0.10106
0.33388,0.09966,0.02491,0.03769,0.04317,-0.00321
0.40727,0.04601,0.01127,0.05766,0.04543,0.04797
0.47447,0.00433,0.04109,0.11406,0.06128,0.05555
0.49175,-0.04062,0.03793,0.01854,0.08873,0.08235
0.32871,-0.01959,-0.00788,0.00227,0.08893,0.10691
0.45333,-0.01836,-0.01756,0.01686,0.09785,0.07757
0.24755,0.00518,-0.02102,0.03639,0.12827,0.05726
0.44184,-0.05013,-0.0029,0.05129,0.12554,0.10215
0.38642,-0.03771,-0.04282,0.04799,0.06382,0.07202
0.41034,0.02445,-0.01444,0.01727,0.08742,0.05997
0.37335,0.05717,-0.01879,0.0425,0.04729,0.03713
0.41021,0.04627,-0.02636,0.02016,0.03244,0.03905
0.4483,-0.009,-0.01476,0.03576,0.12022,0.10079
0.40491,-0.00709,-0.02168,0.05318,0.12229,0.07621
0.34115,0.00226,0.00634,0.11929,0.08101,0.06313
0.34072,0.01224,-0.02343,0.03551,0.03794,0.0805
0.37893,0.01316,0.01873,0.03391,0.1024,0.1234
0.41418,0.02166,-0.03089,0.072,0.06802,0.0852
0.54292,0.01528,-0.00553,0.03272,0.06039,0.07652
0.46076,-0.01836,-0.00917,0.01429,0.04196,0.0795
0.44621,-0.04498,-0.03404,0.01939,0.06362,0.08692
0.3662,-0.03035,0.02078,0.03546,0.06233,0.10344
0.29209,-0.00181,-0.01456,0.06619,0.13172,0.06762
0.49144,0.00546,0.00364,0.02682,0.07442,0.07832
0.34461,0.07292,-0.00311,0.05242,0.04801,0.00265
0.37185,0.00557,-0.03922,0.06335,0.03584,0.0321
0.43774,0.0038,-0.03231,0.01116,0.07351,0.07513
0.37426,0.00666,0.02989,0.05362,0.1027,0.06233
0.33588,-0.01515,0.00954,0.03572,0.07248,0.06894
0.43961,0.00075,-0.02511,0.06164,0.08917,0.07462
0.32239,-0.01539,-0.02637,0.03153,0.04429,0.07691
0.26228,-0.00825,-0.04551,0.04164,0.08326,0.05824
0.30752,-0.03942,0.01146,0.03498,0.1338,0.07162
0.3424,-0.02082,-0.04727,0.06676,0.06942,0.06759
0.46421,0.00634,-0.02339,0.05098,0.1006,0.08878
0.36659,0.07445,0.00038,0.04409,0.1143,0.0116
0.39425,0.05963,0.00537,0.03049,0.10487,0.05084
0.39749,0.01314,-0.01934,0.05028,0.09014,0.0633
0.40326,-0.04269,-0.01121,0.04996,0.05316,0.07724
0.42954,0.01036,-0.00987,0.03232,0.05487,0.06995
0.40677,-0.01153,-0.04184,0.04878,0.10552,0.09281
0.38054,0.0651,-0.02909,0.05176,0.06271,0.05392
0.38869,-0.00464,-0.03636,0.03301,0.11402,0.06639
0.39503,0.01691,-0.00339,0.01793,0.02761,0.06672
0.37115,-0.04359,-0.01936,0.04082,0.13111,0.09206
0.39699,0.0145,-0.02045,0.05352,0.06872,0.08765
0.38829,0.00323,0.00279,0.06637,0.06793,0.0848
0.48411,-0.0296,0.01366,0.04898,0.09446,0.12551
0.32174,-0.01332,-0.00609,0.01216,0.08608,0.07018
0.38603,-0.01383,-0.00719,-0.00901,0.07033,0.11482
0.5283,-0.02078,-0.02064,0.02183,0.09904,0.105
0.37363,-0.02844,-0.03738,0.02651,0.11985,0.11671
0.35957,-0.05448,-0.03258,0.01647,0.03557,0.08073
0.3727,-0.01265,-0.01828,0.0043,0.08096,0.10212
0.34785,-0.00427,-0.01697,0.02348,0.07167,0.0957
0.48879,-0.02799,0.02129,0.01459,0.06372,0.10488
0.4211,-0.02864,-0.01947,0.01888,0.08634,0.10151
0.3127,0.13968,0.01852,0.03877,0.02683,-0.0229
0.50894,-0.01088,-0.01271,0.03885,0.04352,0.07484
0.42162,-0.06735,-0.04696,0.04073,0.12674,0.10536
0.42778,-0.02964,-0.02031,0.00898,0.06852,0.08199
0.39671,0.00345,-0.03644,-0.01502,0.08795,0.12582
0.30703,-0.03379,-0.01568,0.0048,0.07699,0.10047
0.43355,0.06821,0.0293,0.02789,0.08911,0.04966
0.50666,0.02096,-0.005,0.0374,0.05905,0.0424
0.4449,0.03511,0.00643,0.03321,0.0743,0.05454
0.2941,-0.01156,-0.02962,0.05236,0.1502,0.10079
0.2992,-0.04217,-0.0242,0.02099,0.13065,0.07668
0.42053,0.09044,-0.02015,0.0313,0.08035,0.0606
0.29561,0.00846,-0.04561,0.04573,0.08006,0.0541
0.36208,0.07506,0.03512,0.04401,0.09567,0.03017
0.39779,0.05607,-0.01736,0.05571,0.06632,0.05438
0.30494,-0.02159,0.00164,0.05326,0.07957,0.08222
0.40564,-0.00329,0.01538,0.04746,0.15863,0.07663
0.36947,-0.06091,-0.03964,0.04249,0.10521,0.12106
0.40431,0.08544,-0.00355,0.02933,0.07932,0.05068
0.34874,-0.0177,-0.0476,0.06868,0.07442,0.09945
0.42739,0.09507,0.00314,0.03921,0.04307,0.04745
0.44305,-0.04166,-0.0037,0.03879,0.11334,0.10767
0.4206,0.07889,0.0264,0.04469,0.06037,0.02903
0.39538,0.00745,0.00788,0.10461,0.07667,0.05246
0.40071,0.03273,-0.00735,0.0848,0.0752,0.04085
0.32507,0.06357,0.01545,0.07099,0.05061,0.01711
0.40158,0.1022,0.00458,0.01336,0.08085,0.07901
0.39033,0.07829,0.00544,0.07127,0.04422,0.07676
0.46881,0.02639,-0.02108,0.02762,0.04748,0.01841
0.457,-0.00197,-0.01192,0.02792,0.0777,0.10241
0.32368,0.00164,-0.03634,0.03611,0.16419,0.08016
0.34466,0.002,-0.06935,0.06013,0.09619,0.09286
0.42702,-0.04863,-0.02379,0.03276,0.12377,0.13958
0.30744,-0.04693,-0.04451,0.04424,0.08944,0.1085
0.44537,0.06725,0.00421,0.03582,0.10959,0.05476
0.4298,-0.00788,-0.03974,0.01348,0.09585,0.0862
0.38174,0.06883,-0.00213,0.03292,0.06418,0.05012
0.4072,0.03567,-0.00944,0.077,0.09654,0.03592
0.34615,0.06026,-0.00118,0.01281,0.04492,0.04759
0.47874,-0.05298,-0.05321,0.06843,0.05116,0.09682
0.39394,-0.05673,0.0013,0.04963,0.1168,0.1215
0.38659,0.04247,-0.04367,0.03321,0.06015,0.02545
0.2839,-0.03343,-0.04174,0.04307,0.14259,0.1094
0.32608,0.04448,-0.01736,0.01845,0.09877,0.09463
0.38233,0.03195,-0.04527,0.02648,0.09464,0.05965
0.28557,-0.01131,-0.05236,0.03553,0.13317,0.08149
0.38648,0.03421,-0.01709,0.09218,0.07796,0.08379
0.3044,-0.00883,-0.04354,0.0875,0.08715,0.07985
0.4532,0.06778,0.01795,0.04394,0.08795,0.06328
0.39491,-0.01401,-0.03395,0.01036,0.09116,0.08666
0.36924,0.03321,0.00995,0.04218,0.05141,0.04753
0.33476,0.0187,-0.05789,0.0421,0.04365,0.04304
0.37162,-0.00904,-0.04945,0.02671,0.07943,0.07812
0.37946,0.054,-0.00157,0.01715,0.09617,0.06745
0.34442,0.08663,0.03285,0.05351,0.04562,0.03194
0.37302,0.00093,0.00174,0.02846,0.06691,0.07874
0.26767,-0.00857,-0.0281,0.00967,0.01314,0.06506
0.39049,-0.00741,-0.01118,0.02506,0.08214,0.10974
0.4376,0.03986,-0.03226,0.0201,0.05717,0.06134
0.27375,-0.0371,-0.01253,0.02197,0.09422,0.0996
0.41835,-0.00257,0.00111,0.07905,0.02925,0.07563
0.30033,-0.02545,-0.00043,0.02331,0.0859,0.10753
0.27394,-0.03053,-0.02185,-0.00568,0.00695,0.05435
0.38868,0.03404,-0.03615,0.05137,0.06089,0.05885
0.42143,0.06002,0.00399,0.01412,0.0174,0.02286
0.38471,0.02552,-0.01186,0.05136,0.03706,0.07672
0.3898,0.03028,-0.00624,0.09829,0.0197,0.02995
0.31636,-0.0055,0.00597,0.00178,0.01012,0.05883
0.31819,-0.01322,-0.01553,0.02897,0.01885,0.08731
0.41087,0.04224,-0.0019,0.04292,0.03457,0.08921
0.48452,0.05058,0.02229,0.03867,0.05967,0.03318
0.51433,-0.03161,0.0201,0.0275,0.07352,0.07561
0.44096,0.02653,0.01628,0.05301,0.08585,0.0381
0.38486,0.03373,0.02344,0.08726,0.05143,0.07236
0.39001,-0.00816,0.00157,0.02346,0.07403,0.08631
0.44477,0.00764,-0.03722,0.01667,0.12353,0.1235
0.30325,0.04457,-0.01681,0.00346,0.08731,0.05157
0.45764,0.02211,-0.00934,0.01321,0.01093,0.07051
0.38289,-0.00943,-0.02176,0.02069,0.05197,0.08192
0.29658,-0.05246,-0.02904,0.01504,0.10168,0.12339
0.44414,0.02753,-0.0152,0.04069,0.07846,0.07596
0.35327,-0.01258,-0.02161,0.03635,0.06204,0.07988
0.44404,-0.04996,-0.01829,0.00948,0.12877,0.1289
0.50858,-0.01488,-0.01305,0.04947,0.07113,0.08472
0.46001,-0.00136,0.03214,0.05007,0.12101,0.10134
0.44278,9e-04,-0.03154,0.01144,0.1008,0.11547
0.32834,-0.04641,-0.01262,-0.01131,0.02235,0.08282
0.40906,0.08991,0.01788,0.06402,0.05767,0.04416
0.38503,0.01083,0.00347,0.05708,0.10682,0.07447
0.39011,0.0306,-0.04039,-0.00129,0.04661,0.1026
0.38629,0.12291,-0.00336,0.03712,0.04198,-0.00567
0.26781,-0.03657,-0.03628,0.06123,0.05344,0.09902
0.3444,0.0401,-0.02057,0.03142,0.0392,0.03402
0.40558,-0.01105,-0.02406,0.01901,0.08499,0.09858
0.43393,0.04131,-0.00114,0.02128,0.12838,0.07749
0.4744,-0.01395,-0.00387,0.05036,0.09907,0.07948
0.32281,-0.00152,-0.03679,0.01608,0.05573,0.09664
0.30624,-0.02296,0.012,0.06844,0.10998,0.17275
0.36409,0.01245,-0.0023,0.00735,0.05469,0.09256
0.38289,0.0781,-0.01281,0.04836,0.04616,0.04691
0.34336,-0.04541,-0.0019,0.03838,0.1105,0.12692
0.38175,-0.00664,-0.01215,0.05456,0.0701,0.05548
0.46949,0.03866,-0.00071,0.04204,0.07674,0.06206
0.45093,0.01578,-0.00304,0.05141,0.09364,0.05855
0.45254,0.02753,0.05055,0.02393,0.11343,0.10721
0.37971,-0.03084,0.00058,0.03183,0.01678,0.08784
0.36169,0.0917,0.01801,0.06714,0.03825,0.00188
