name,day_hour,wind_direction,wind_speed
KOKSIJDE,2019-03-09 20,260,8
KOKSIJDE,2019-03-09 21,260,7
KOKSIJDE,2019-03-09 22,250,6
KOKSIJDE,2019-03-09 23,230,2
KOKSIJDE,2019-03-10 00,230,2
KOKSIJDE,2019-03-10 01,220,2
KOKSIJDE,2019-03-10 02,150,3
KOKSIJDE,2019-03-10 03,140,3
KOKSIJDE,2019-03-10 04,140,3
KOKSIJDE,2019-03-10 05,160,3
KOKSIJDE,2019-03-10 06,250,10
KOKSIJDE,2019-03-10 07,250,11
KOKSIJDE,2019-03-10 08,240,12
KOKSIJDE,2019-03-10 09,250,13
KOKSIJDE,2019-03-10 10,260,15
KOKSIJDE,2019-03-10 11,280,13
KOKSIJDE,2019-03-10 12,280,15
KOKSIJDE,2019-03-10 13,290,12
KOKSIJDE,2019-03-10 14,290,10
KOKSIJDE,2019-03-10 15,300,11
KOKSIJDE,2019-03-10 16,280,10
KOKSIJDE,2019-03-10 17,270,10
KOKSIJDE,2019-03-10 18,260,11
KOKSIJDE,2019-03-10 19,260,12
KOKSIJDE,2019-03-10 20,260,11
KOKSIJDE,2019-03-10 21,270,9
KOKSIJDE,2019-03-10 22,290,9
KOKSIJDE,2019-03-10 23,270,9
KOKSIJDE,2019-03-11 00,290,10
KOKSIJDE,2019-03-11 01,290,11
KOKSIJDE,2019-03-11 02,280,10
KOKSIJDE,2019-03-11 03,280,11
KOKSIJDE,2019-03-11 04,280,10
KOKSIJDE,2019-03-11 05,280,11
KOKSIJDE,2019-03-11 06,280,12
KOKSIJDE,2019-03-11 07,300,12
KOKSIJDE,2019-03-11 08,300,11
KOKSIJDE,2019-03-11 09,290,11
KOKSIJDE,2019-03-11 10,300,11
KOKSIJDE,2019-03-11 11,300,10
KOKSIJDE,2019-03-11 12,300,10
KOKSIJDE,2019-03-11 13,300,10
KOKSIJDE,2019-03-11 14,300,9
KOKSIJDE,2019-03-11 15,290,8
KOKSIJDE,2019-03-11 16,290,8
KOKSIJDE,2019-03-11 17,290,6
KOKSIJDE,2019-03-11 18,290,3
KOKSIJDE,2019-03-11 19,280,3
KOKSIJDE,2019-03-11 20,210,3
KOKSIJDE,2019-03-11 21,200,2
KOKSIJDE,2019-03-11 22,220,2
KOKSIJDE,2019-03-11 23,200,3
KOKSIJDE,2019-03-12 00,200,5
KOKSIJDE,2019-03-12 01,190,5
KOKSIJDE,2019-03-12 02,200,5
KOKSIJDE,2019-03-12 03,190,6
KOKSIJDE,2019-03-12 04,190,6
KOKSIJDE,2019-03-12 05,200,8
KOKSIJDE,2019-03-12 06,200,8
KOKSIJDE,2019-03-12 07,200,8
KOKSIJDE,2019-03-12 08,200,10
KOKSIJDE,2019-03-12 09,200,10
KOKSIJDE,2019-03-12 10,200,11
KOKSIJDE,2019-03-12 11,210,10
KOKSIJDE,2019-03-12 12,200,12
KOKSIJDE,2019-03-12 13,190,13
KOKSIJDE,2019-03-12 14,190,12
KOKSIJDE,2019-03-12 15,200,10
KOKSIJDE,2019-03-12 16,200,10
KOKSIJDE,2019-03-12 17,210,11
KOKSIJDE,2019-03-12 18,290,9
KOKSIJDE,2019-03-12 19,280,10
KOKSIJDE,2019-03-12 20,260,9
KOKSIJDE,2019-03-12 21,250,8
KOKSIJDE,2019-03-12 22,240,7
KOKSIJDE,2019-03-12 23,250,10
KOKSIJDE,2019-03-13 00,250,9
KOKSIJDE,2019-03-13 01,250,9
KOKSIJDE,2019-03-13 02,250,9
KOKSIJDE,2019-03-13 03,250,11
KOKSIJDE,2019-03-13 04,250,9
KOKSIJDE,2019-03-13 05,250,11
KOKSIJDE,2019-03-13 06,250,11
KOKSIJDE,2019-03-13 07,250,12
KOKSIJDE,2019-03-13 08,250,11
KOKSIJDE,2019-03-13 09,250,11
KOKSIJDE,2019-03-13 10,260,12
KOKSIJDE,2019-03-13 11,260,12
KOKSIJDE,2019-03-13 12,270,11
KOKSIJDE,2019-03-13 13,260,12
KOKSIJDE,2019-03-13 14,270,10
KOKSIJDE,2019-03-13 15,280,11
KOKSIJDE,2019-03-13 16,280,9
KOKSIJDE,2019-03-13 17,280,10
KOKSIJDE,2019-03-13 18,280,9
KOKSIJDE,2019-03-13 19,280,9
KOKSIJDE,2019-03-13 20,280,8
KOKSIJDE,2019-03-13 21,280,7
KOKSIJDE,2019-03-13 22,270,8
KOKSIJDE,2019-03-13 23,270,8
KOKSIJDE,2019-03-14 00,260,9
KOKSIJDE,2019-03-14 01,260,9
KOKSIJDE,2019-03-14 02,250,6
KOKSIJDE,2019-03-14 03,250,7
KOKSIJDE,2019-03-14 04,240,7
KOKSIJDE,2019-03-14 05,250,8
KOKSIJDE,2019-03-14 06,240,9
KOKSIJDE,2019-03-14 07,240,8
KOKSIJDE,2019-03-14 08,240,10
KOKSIJDE,2019-03-14 09,250,11
KOKSIJDE,2019-03-14 10,250,14
KOKSIJDE,2019-03-14 11,260,12
KOKSIJDE,2019-03-14 12,260,11
KOKSIJDE,2019-03-14 13,270,10
KOKSIJDE,2019-03-14 14,270,10
KOKSIJDE,2019-03-14 15,280,8
KOKSIJDE,2019-03-14 16,280,8
KOKSIJDE,2019-03-14 17,290,8
KOKSIJDE,2019-03-14 18,280,7
KOKSIJDE,2019-03-14 19,280,8
KOKSIJDE,2019-03-14 20,280,8
KOKSIJDE,2019-03-14 21,270,6
KOKSIJDE,2019-03-14 22,270,7
KOKSIJDE,2019-03-14 23,260,6
KOKSIJDE,2019-03-15 00,250,5
KOKSIJDE,2019-03-15 01,270,10
KOKSIJDE,2019-03-15 02,230,4
KOKSIJDE,2019-03-15 03,210,3
KOKSIJDE,2019-03-15 04,250,9
KOKSIJDE,2019-03-15 05,260,10
KOKSIJDE,2019-03-15 06,270,10
KOKSIJDE,2019-03-15 07,260,10
KOKSIJDE,2019-03-15 08,270,10
KOKSIJDE,2019-03-15 09,260,11
KOKSIJDE,2019-03-15 10,260,12
KOKSIJDE,2019-03-15 11,250,12
KOKSIJDE,2019-03-15 12,260,12
KOKSIJDE,2019-03-15 13,250,12
KOKSIJDE,2019-03-15 14,260,13
KOKSIJDE,2019-03-15 15,250,11
KOKSIJDE,2019-03-15 16,260,12
KOKSIJDE,2019-03-15 17,260,10
KOKSIJDE,2019-03-15 18,260,10
KOKSIJDE,2019-03-15 19,260,10
KOKSIJDE,2019-03-15 20,260,8
KOKSIJDE,2019-03-15 21,270,10
KOKSIJDE,2019-03-15 22,260,11
KOKSIJDE,2019-03-15 23,270,11
KOKSIJDE,2019-03-16 00,270,10
KOKSIJDE,2019-03-16 01,260,7
KOKSIJDE,2019-03-16 02,240,10
KOKSIJDE,2019-03-16 03,250,11
KOKSIJDE,2019-03-16 04,250,11
KOKSIJDE,2019-03-16 05,240,11
KOKSIJDE,2019-03-16 06,240,12
KOKSIJDE,2019-03-16 07,240,11
KOKSIJDE,2019-03-16 08,230,10
KOKSIJDE,2019-03-16 09,240,11
KOKSIJDE,2019-03-16 10,230,10
KOKSIJDE,2019-03-16 11,240,13
KOKSIJDE,2019-03-16 12,230,13
KOKSIJDE,2019-03-16 13,230,15
KOKSIJDE,2019-03-16 14,230,14
KOKSIJDE,2019-03-16 15,230,12
KOKSIJDE,2019-03-16 16,230,12
KOKSIJDE,2019-03-16 17,230,10
KOKSIJDE,2019-03-16 18,240,9
KOKSIJDE,2019-03-16 19,240,10
KOKSIJDE,2019-03-16 20,230,12
KOKSIJDE,2019-03-16 21,220,11
KOKSIJDE,2019-03-16 22,220,11
KOKSIJDE,2019-03-16 23,220,12
KOKSIJDE,2019-03-17 00,220,10
KOKSIJDE,2019-03-17 01,220,9
KOKSIJDE,2019-03-17 02,250,7
KOKSIJDE,2019-03-17 03,250,7
KOKSIJDE,2019-03-17 04,260,8
KOKSIJDE,2019-03-17 05,260,9
KOKSIJDE,2019-03-17 06,270,10
KOKSIJDE,2019-03-17 07,280,8
KOKSIJDE,2019-03-17 08,270,8
KOKSIJDE,2019-03-17 09,270,8
KOKSIJDE,2019-03-17 10,280,7
KOKSIJDE,2019-03-17 11,270,9
KOKSIJDE,2019-03-17 12,280,9
KOKSIJDE,2019-03-17 13,270,7
KOKSIJDE,2019-03-17 14,300,7
KOKSIJDE,2019-03-17 15,280,8
KOKSIJDE,2019-03-17 16,250,8
KOKSIJDE,2019-03-17 17,250,11
KOKSIJDE,2019-03-17 18,250,5
KOKSIJDE,2019-03-17 19,250,5
KOKSIJDE,2019-03-17 20,230,6
KOKSIJDE,2019-03-17 21,220,7
KOKSIJDE,2019-03-17 22,220,7
KOKSIJDE,2019-03-17 23,220,7
KOKSIJDE,2019-03-18 00,260,5
KOKSIJDE,2019-03-18 01,280,6
KOKSIJDE,2019-03-18 02,270,6
KOKSIJDE,2019-03-18 03,250,5
KOKSIJDE,2019-03-18 04,260,5
KOKSIJDE,2019-03-18 05,260,5
KOKSIJDE,2019-03-18 06,240,6
KOKSIJDE,2019-03-18 07,240,6
KOKSIJDE,2019-03-18 08,280,5
KOKSIJDE,2019-03-18 09,280,5
KOKSIJDE,2019-03-18 10,300,6
KOKSIJDE,2019-03-18 11,290,6
KOKSIJDE,2019-03-18 12,290,6
KOKSIJDE,2019-03-18 13,310,6
KOKSIJDE,2019-03-18 14,300,5
KOKSIJDE,2019-03-18 15,290,4
KOKSIJDE,2019-03-18 16,300,4
KOKSIJDE,2019-03-18 17,290,4
KOKSIJDE,2019-03-18 18,290,2
KOKSIJDE,2019-03-18 19,270,4
KOKSIJDE,2019-03-18 20,99,1
KOKSIJDE,2019-03-18 21,230,2
KOKSIJDE,2019-03-18 22,99,1
KOKSIJDE,2019-03-18 23,99,1
KOKSIJDE,2019-03-19 00,130,2
KOKSIJDE,2019-03-19 01,110,3
KOKSIJDE,2019-03-19 02,110,2
KOKSIJDE,2019-03-19 03,110,3
KOKSIJDE,2019-03-19 04,120,3
KOKSIJDE,2019-03-19 05,190,2
KOKSIJDE,2019-03-19 06,130,2
KOKSIJDE,2019-03-19 07,220,2
KOKSIJDE,2019-03-19 08,150,2
KOKSIJDE,2019-03-19 09,220,3
KOKSIJDE,2019-03-19 10,230,3
KOKSIJDE,2019-03-19 11,210,3
KOKSIJDE,2019-03-19 12,290,2
KOKSIJDE,2019-03-19 13,290,3
KOKSIJDE,2019-03-19 14,290,3
KOKSIJDE,2019-03-19 15,230,2
KOKSIJDE,2019-03-19 16,270,2
KOKSIJDE,2019-03-19 17,290,2
KOKSIJDE,2019-03-19 18,230,4
KOKSIJDE,2019-03-19 19,200,3
KOKSIJDE,2019-03-19 20,230,3
KOKSIJDE,2019-03-19 21,210,3
KOKSIJDE,2019-03-19 22,200,2
KOKSIJDE,2019-03-19 23,99,1
KOKSIJDE,2019-03-20 00,99,1
KOKSIJDE,2019-03-20 01,99,1
KOKSIJDE,2019-03-20 02,240,3
KOKSIJDE,2019-03-20 03,99,1
KOKSIJDE,2019-03-20 04,99,1
KOKSIJDE,2019-03-20 05,99,1
KOKSIJDE,2019-03-20 06,99,1
KOKSIJDE,2019-03-20 07,99,1
KOKSIJDE,2019-03-20 08,220,2
KOKSIJDE,2019-03-20 09,230,3
KOKSIJDE,2019-03-20 10,250,3
KOKSIJDE,2019-03-20 11,280,4
KOKSIJDE,2019-03-20 12,270,4
KOKSIJDE,2019-03-20 13,240,4
KOKSIJDE,2019-03-20 14,260,4
KOKSIJDE,2019-03-20 15,260,3
KOKSIJDE,2019-03-20 16,280,3
KOKSIJDE,2019-03-20 17,260,3
KOKSIJDE,2019-03-20 18,99,1
KOKSIJDE,2019-03-20 19,240,2
KOKSIJDE,2019-03-20 20,99,2
KOKSIJDE,2019-03-20 21,270,2
KOKSIJDE,2019-03-20 22,220,5
KOKSIJDE,2019-03-20 23,220,7
KOKSIJDE,2019-03-21 00,230,2
KOKSIJDE,2019-03-21 01,230,3
KOKSIJDE,2019-03-21 02,99,2
KOKSIJDE,2019-03-21 03,99,1
KOKSIJDE,2019-03-21 04,99,1
KOKSIJDE,2019-03-21 05,210,3
KOKSIJDE,2019-03-21 06,210,3
KOKSIJDE,2019-03-21 07,210,4
KOKSIJDE,2019-03-21 08,200,6
KOKSIJDE,2019-03-21 09,210,5
KOKSIJDE,2019-03-21 10,240,2
KOKSIJDE,2019-03-21 11,230,3
KOKSIJDE,2019-03-21 12,240,3
KOKSIJDE,2019-03-21 13,230,2
KOKSIJDE,2019-03-21 14,270,3
KOKSIJDE,2019-03-21 15,290,2
KOKSIJDE,2019-03-21 16,290,2
KOKSIJDE,2019-03-21 17,280,3
KOKSIJDE,2019-03-21 18,10,2
KOKSIJDE,2019-03-21 19,50,3
KOKSIJDE,2019-03-21 20,30,4
KOKSIJDE,2019-03-21 21,50,5
KOKSIJDE,2019-03-21 22,40,5
KOKSIJDE,2019-03-21 23,50,4
KOKSIJDE,2019-03-22 00,130,5
KOKSIJDE,2019-03-22 01,100,5
KOKSIJDE,2019-03-22 02,120,4
KOKSIJDE,2019-03-22 03,60,5
KOKSIJDE,2019-03-22 04,110,2
KOKSIJDE,2019-03-22 05,70,5
KOKSIJDE,2019-03-22 06,90,2
KOKSIJDE,2019-03-22 07,60,3
KOKSIJDE,2019-03-22 08,99,1
KOKSIJDE,2019-03-22 09,99,1
KOKSIJDE,2019-03-22 10,99,1
KOKSIJDE,2019-03-22 11,99,1
KOKSIJDE,2019-03-22 12,99,1
KOKSIJDE,2019-03-22 13,310,3
KOKSIJDE,2019-03-22 14,290,3
KOKSIJDE,2019-03-22 15,300,4
KOKSIJDE,2019-03-22 16,290,3
KOKSIJDE,2019-03-22 17,300,5
KOKSIJDE,2019-03-22 18,270,4
KOKSIJDE,2019-03-22 19,250,5
KOKSIJDE,2019-03-22 20,260,5
KOKSIJDE,2019-03-22 21,260,4
KOKSIJDE,2019-03-22 22,260,5
KOKSIJDE,2019-03-22 23,270,3
KOKSIJDE,2019-03-23 00,270,2
KOKSIJDE,2019-03-23 01,260,4
KOKSIJDE,2019-03-23 02,99,1
KOKSIJDE,2019-03-23 03,210,5
KOKSIJDE,2019-03-23 04,220,5
KOKSIJDE,2019-03-23 05,220,6
KOKSIJDE,2019-03-23 06,220,5
KOKSIJDE,2019-03-23 07,210,5
KOKSIJDE,2019-03-23 08,240,4
KOKSIJDE,2019-03-23 09,270,2
KOKSIJDE,2019-03-23 10,99,2
KOKSIJDE,2019-03-23 11,360,3
KOKSIJDE,2019-03-23 12,20,5
KOKSIJDE,2019-03-23 13,30,7
KOKSIJDE,2019-03-23 14,40,8
KOKSIJDE,2019-03-23 15,30,6
KOKSIJDE,2019-03-23 16,30,7
KOKSIJDE,2019-03-23 17,40,6
KOKSIJDE,2019-03-23 18,40,6
KOKSIJDE,2019-03-23 19,30,6
KOKSIJDE,2019-03-23 20,30,5
KOKSIJDE,2019-03-23 21,40,6
KOKSIJDE,2019-03-23 22,40,5
KOKSIJDE,2019-03-23 23,40,5
KOKSIJDE,2019-03-24 00,40,4
KOKSIJDE,2019-03-24 01,40,5
KOKSIJDE,2019-03-24 02,40,4
KOKSIJDE,2019-03-24 03,40,3
KOKSIJDE,2019-03-24 04,60,2
KOKSIJDE,2019-03-24 05,99,2
KOKSIJDE,2019-03-24 06,99,1
KOKSIJDE,2019-03-24 07,99,1
KOKSIJDE,2019-03-24 08,40,3
KOKSIJDE,2019-03-24 09,30,3
KOKSIJDE,2019-03-24 10,20,3
KOKSIJDE,2019-03-24 11,360,4
KOKSIJDE,2019-03-24 12,10,5
KOKSIJDE,2019-03-24 13,340,4
KOKSIJDE,2019-03-24 14,350,2
KOKSIJDE,2019-03-24 15,320,3
KOKSIJDE,2019-03-24 16,300,4
KOKSIJDE,2019-03-24 17,300,3
KOKSIJDE,2019-03-24 18,99,1
KOKSIJDE,2019-03-24 19,210,2
KOKSIJDE,2019-03-24 20,280,6
KOKSIJDE,2019-03-24 21,260,5
KOKSIJDE,2019-03-24 22,250,3
KOKSIJDE,2019-03-24 23,240,3
KOKSIJDE,2019-03-25 00,290,3
KOKSIJDE,2019-03-25 01,290,6
KOKSIJDE,2019-03-25 02,300,7
KOKSIJDE,2019-03-25 03,310,8
KOKSIJDE,2019-03-25 04,320,8
KOKSIJDE,2019-03-25 05,330,7
KOKSIJDE,2019-03-25 06,330,8
KOKSIJDE,2019-03-25 07,340,7
KOKSIJDE,2019-03-25 08,350,9
KOKSIJDE,2019-03-25 09,350,9
KOKSIJDE,2019-03-25 10,340,8
KOKSIJDE,2019-03-25 11,340,8
KOKSIJDE,2019-03-25 12,350,10
KOKSIJDE,2019-03-25 13,340,10
KOKSIJDE,2019-03-25 14,350,10
KOKSIJDE,2019-03-25 15,340,9
KOKSIJDE,2019-03-25 16,350,9
KOKSIJDE,2019-03-25 17,350,8
KOKSIJDE,2019-03-25 18,350,7
KOKSIJDE,2019-03-25 19,350,9
KOKSIJDE,2019-03-25 20,350,8
KOKSIJDE,2019-03-25 21,360,7
KOKSIJDE,2019-03-25 22,360,6
KOKSIJDE,2019-03-25 23,360,4
KOKSIJDE,2019-03-26 00,10,5
KOKSIJDE,2019-03-26 01,360,4
KOKSIJDE,2019-03-26 02,360,4
KOKSIJDE,2019-03-26 03,360,2
KOKSIJDE,2019-03-26 04,330,2
KOKSIJDE,2019-03-26 05,320,2
KOKSIJDE,2019-03-26 06,310,2
KOKSIJDE,2019-03-26 07,320,3
KOKSIJDE,2019-03-26 08,310,4
KOKSIJDE,2019-03-26 09,310,4
KOKSIJDE,2019-03-26 10,300,5
KOKSIJDE,2019-03-26 11,290,5
KOKSIJDE,2019-03-26 12,300,5
KOKSIJDE,2019-03-26 13,300,5
KOKSIJDE,2019-03-26 14,310,5
KOKSIJDE,2019-03-26 15,320,5
KOKSIJDE,2019-03-26 16,320,4
KOKSIJDE,2019-03-26 17,320,4
KOKSIJDE,2019-03-26 18,320,4
KOKSIJDE,2019-03-26 19,290,2
KOKSIJDE,2019-03-26 20,300,2
KOKSIJDE,2019-03-26 21,280,2
KOKSIJDE,2019-03-26 22,99,1
KOKSIJDE,2019-03-26 23,99,1
KOKSIJDE,2019-03-27 00,99,1
KOKSIJDE,2019-03-27 01,99,1
KOKSIJDE,2019-03-27 02,99,1
KOKSIJDE,2019-03-27 03,99,1
KOKSIJDE,2019-03-27 04,99,1
KOKSIJDE,2019-03-27 05,99,1
KOKSIJDE,2019-03-27 06,99,1
KOKSIJDE,2019-03-27 07,99,1
KOKSIJDE,2019-03-27 08,99,1
KOKSIJDE,2019-03-27 09,99,1
KOKSIJDE,2019-03-27 10,99,1
KOKSIJDE,2019-03-27 11,340,2
KOKSIJDE,2019-03-27 12,99,1
KOKSIJDE,2019-03-27 13,330,2
KOKSIJDE,2019-03-27 14,320,2
KOKSIJDE,2019-03-27 15,320,3
KOKSIJDE,2019-03-27 16,340,3
KOKSIJDE,2019-03-27 17,350,4
KOKSIJDE,2019-03-27 18,360,3
KOKSIJDE,2019-03-27 19,350,2
KOKSIJDE,2019-03-27 20,360,2
KOKSIJDE,2019-03-27 21,99,2
KOKSIJDE,2019-03-27 22,350,2
KOKSIJDE,2019-03-27 23,99,1
KOKSIJDE,2019-03-28 00,99,1
KOKSIJDE,2019-03-28 01,99,1
KOKSIJDE,2019-03-28 02,99,1
KOKSIJDE,2019-03-28 03,99,1
KOKSIJDE,2019-03-28 04,99,1
KOKSIJDE,2019-03-28 05,99,1
KOKSIJDE,2019-03-28 06,99,1
KOKSIJDE,2019-03-28 07,99,1
KOKSIJDE,2019-03-28 08,99,1
KOKSIJDE,2019-03-28 09,99,1
KOKSIJDE,2019-03-28 10,99,1
KOKSIJDE,2019-03-28 11,360,3
KOKSIJDE,2019-03-28 12,10,2
KOKSIJDE,2019-03-28 13,10,3
KOKSIJDE,2019-03-28 14,20,3
KOKSIJDE,2019-03-28 15,20,4
KOKSIJDE,2019-03-28 16,20,3
KOKSIJDE,2019-03-28 17,30,4
KOKSIJDE,2019-03-28 18,10,2
KOKSIJDE,2019-03-28 19,20,2
KOKSIJDE,2019-03-28 20,99,1
KOKSIJDE,2019-03-28 21,30,2
KOKSIJDE,2019-03-28 22,40,2
KOKSIJDE,2019-03-28 23,30,2
KOKSIJDE,2019-03-29 00,99,1
KOKSIJDE,2019-03-29 01,99,1
KOKSIJDE,2019-03-29 02,99,1
KOKSIJDE,2019-03-29 03,99,1
KOKSIJDE,2019-03-29 04,99,1
KOKSIJDE,2019-03-29 05,99,1
KOKSIJDE,2019-03-29 06,99,1
KOKSIJDE,2019-03-29 07,99,1
KOKSIJDE,2019-03-29 08,99,1
KOKSIJDE,2019-03-29 09,120,2
KOKSIJDE,2019-03-29 10,110,2
KOKSIJDE,2019-03-29 11,99,1
KOKSIJDE,2019-03-29 12,99,1
KOKSIJDE,2019-03-29 13,360,2
KOKSIJDE,2019-03-29 14,20,4
KOKSIJDE,2019-03-29 15,20,5
KOKSIJDE,2019-03-29 16,30,5
KOKSIJDE,2019-03-29 17,30,4
KOKSIJDE,2019-03-29 18,20,3
KOKSIJDE,2019-03-29 19,40,3
KOKSIJDE,2019-03-29 20,30,2
KOKSIJDE,2019-03-29 21,40,2
KOKSIJDE,2019-03-29 22,99,1
KOKSIJDE,2019-03-29 23,50,2
KOKSIJDE,2019-03-30 00,60,2
KOKSIJDE,2019-03-30 01,99,1
KOKSIJDE,2019-03-30 02,99,1
KOKSIJDE,2019-03-30 03,99,1
KOKSIJDE,2019-03-30 04,99,1
KOKSIJDE,2019-03-30 05,99,1
KOKSIJDE,2019-03-30 06,99,1
KOKSIJDE,2019-03-30 07,99,1
KOKSIJDE,2019-03-30 08,250,2
KOKSIJDE,2019-03-30 09,99,1
KOKSIJDE,2019-03-30 10,99,1
KOKSIJDE,2019-03-30 11,190,2
KOKSIJDE,2019-03-30 12,99,1
KOKSIJDE,2019-03-30 13,320,3
KOKSIJDE,2019-03-30 14,330,3
KOKSIJDE,2019-03-30 15,340,3
KOKSIJDE,2019-03-30 16,360,3
KOKSIJDE,2019-03-30 17,20,2
KOKSIJDE,2019-03-30 18,20,2
KOKSIJDE,2019-03-30 19,99,1
KOKSIJDE,2019-03-30 20,99,1
KOKSIJDE,2019-03-30 21,99,1
KOKSIJDE,2019-03-30 22,99,1
KOKSIJDE,2019-03-30 23,99,1
KOKSIJDE,2019-03-31 00,30,2
KOKSIJDE,2019-03-31 01,20,2
KOKSIJDE,2019-03-31 02,60,3
KOKSIJDE,2019-03-31 03,60,3
KOKSIJDE,2019-03-31 04,30,5
KOKSIJDE,2019-03-31 05,40,5
KOKSIJDE,2019-03-31 06,30,6
KOKSIJDE,2019-03-31 07,40,8
KOKSIJDE,2019-03-31 08,50,8
KOKSIJDE,2019-03-31 09,60,9
KOKSIJDE,2019-03-31 10,50,7
KOKSIJDE,2019-03-31 11,40,8
KOKSIJDE,2019-03-31 12,40,9
KOKSIJDE,2019-03-31 13,40,9
KOKSIJDE,2019-03-31 14,40,8
KOKSIJDE,2019-03-31 15,40,9
KOKSIJDE,2019-03-31 16,40,9
KOKSIJDE,2019-03-31 17,40,9
KOKSIJDE,2019-03-31 18,40,8
KOKSIJDE,2019-03-31 19,40,8
KOKSIJDE,2019-03-31 20,40,7
KOKSIJDE,2019-03-31 21,50,5
KOKSIJDE,2019-03-31 22,60,5
KOKSIJDE,2019-03-31 23,50,5
KOKSIJDE,2019-04-01 00,50,6
KOKSIJDE,2019-04-01 01,60,6
KOKSIJDE,2019-04-01 02,60,6
KOKSIJDE,2019-04-01 03,60,6
KOKSIJDE,2019-04-01 04,60,5
KOKSIJDE,2019-04-01 05,60,4
KOKSIJDE,2019-04-01 06,70,4
KOKSIJDE,2019-04-01 07,70,4
KOKSIJDE,2019-04-01 08,70,5
KOKSIJDE,2019-04-01 09,80,5
KOKSIJDE,2019-04-01 10,80,4
KOKSIJDE,2019-04-01 11,70,4
KOKSIJDE,2019-04-01 12,10,5
KOKSIJDE,2019-04-01 13,20,6
KOKSIJDE,2019-04-01 14,30,5
KOKSIJDE,2019-04-01 15,20,5
KOKSIJDE,2019-04-01 16,20,4
KOKSIJDE,2019-04-01 17,30,3
KOKSIJDE,2019-04-01 18,99,2
KOKSIJDE,2019-04-01 19,99,2
KOKSIJDE,2019-04-01 20,80,2
KOKSIJDE,2019-04-01 21,90,2
KOKSIJDE,2019-04-01 22,110,2
KOKSIJDE,2019-04-01 23,100,2
KOKSIJDE,2019-04-02 00,110,2
KOKSIJDE,2019-04-02 01,99,1
KOKSIJDE,2019-04-02 02,99,1
KOKSIJDE,2019-04-02 03,220,3
KOKSIJDE,2019-04-02 04,99,2
KOKSIJDE,2019-04-02 05,170,2
KOKSIJDE,2019-04-02 06,190,3
KOKSIJDE,2019-04-02 07,200,3
KOKSIJDE,2019-04-02 08,210,3
KOKSIJDE,2019-04-02 09,230,3
KOKSIJDE,2019-04-02 10,220,5
KOKSIJDE,2019-04-02 11,230,5
KOKSIJDE,2019-04-02 12,240,7
KOKSIJDE,2019-04-02 13,230,9
KOKSIJDE,2019-04-02 14,240,7
KOKSIJDE,2019-04-02 15,240,9
KOKSIJDE,2019-04-02 16,250,8
KOKSIJDE,2019-04-02 17,290,6
KOKSIJDE,2019-04-02 18,280,5
KOKSIJDE,2019-04-02 19,270,4
KOKSIJDE,2019-04-02 20,230,3
KOKSIJDE,2019-04-02 21,210,4
KOKSIJDE,2019-04-02 22,240,3
KOKSIJDE,2019-04-02 23,200,2
KOKSIJDE,2019-04-03 00,200,2
KOKSIJDE,2019-04-03 01,210,2
KOKSIJDE,2019-04-03 02,200,3
KOKSIJDE,2019-04-03 03,170,2
KOKSIJDE,2019-04-03 04,160,3
KOKSIJDE,2019-04-03 05,160,3
KOKSIJDE,2019-04-03 06,170,3
KOKSIJDE,2019-04-03 07,180,4
KOKSIJDE,2019-04-03 08,200,5
KOKSIJDE,2019-04-03 09,180,6
KOKSIJDE,2019-04-03 10,180,5
KOKSIJDE,2019-04-03 11,180,6
KOKSIJDE,2019-04-03 12,180,5
KOKSIJDE,2019-04-03 13,190,4
KOKSIJDE,2019-04-03 14,200,5
KOKSIJDE,2019-04-03 15,200,6
KOKSIJDE,2019-04-03 16,250,4
KOKSIJDE,2019-04-03 17,230,3
KOKSIJDE,2019-04-03 18,99,1
KOKSIJDE,2019-04-03 19,170,3
KOKSIJDE,2019-04-03 20,180,2
KOKSIJDE,2019-04-03 21,170,2
KOKSIJDE,2019-04-03 22,170,3
KOKSIJDE,2019-04-03 23,170,3
KOKSIJDE,2019-04-04 00,130,2
KOKSIJDE,2019-04-04 01,99,1
KOKSIJDE,2019-04-04 02,160,3
KOKSIJDE,2019-04-04 03,170,2
KOKSIJDE,2019-04-04 04,180,3
KOKSIJDE,2019-04-04 05,130,3
KOKSIJDE,2019-04-04 06,140,2
KOKSIJDE,2019-04-04 07,150,3
KOKSIJDE,2019-04-04 08,160,3
KOKSIJDE,2019-04-04 09,170,5
KOKSIJDE,2019-04-04 10,190,5
KOKSIJDE,2019-04-04 11,200,5
KOKSIJDE,2019-04-04 12,170,6
KOKSIJDE,2019-04-04 13,190,5
KOKSIJDE,2019-04-04 14,160,5
KOKSIJDE,2019-04-04 15,160,6
KOKSIJDE,2019-04-04 16,160,6
KOKSIJDE,2019-04-04 17,150,6
KOKSIJDE,2019-04-04 18,140,4
KOKSIJDE,2019-04-04 19,130,3
KOKSIJDE,2019-04-04 20,140,4
KOKSIJDE,2019-04-04 21,120,3
KOKSIJDE,2019-04-04 22,130,3
KOKSIJDE,2019-04-04 23,130,3
KOKSIJDE,2019-04-05 00,130,3
KOKSIJDE,2019-04-05 01,120,2
KOKSIJDE,2019-04-05 02,110,3
KOKSIJDE,2019-04-05 03,120,2
KOKSIJDE,2019-04-05 04,120,2
KOKSIJDE,2019-04-05 05,120,2
KOKSIJDE,2019-04-05 06,100,2
